sentence,labels
the surgeon that the chef loves and the minister admires,0
the book that the guard likes and the assistant hates,0
the consultant in front of the chef to the side of the minister,0
the authors next to the chefs in front of the ministers,1
the consultant next to the architects in front of the taxi drivers,0
the officer that the guards admire and the executives love,0
the customer that the skaters like and the ministers love,0
the painting that the skater likes and the parent likes,0
the customers next to the guards near the taxi drivers,1
the authors near the chef to the side of the assistant,1
the pictures that the chef hates and the minister admires,1
the senators that the guard hates and the executive hates,1
the pictures that the guards love and the ministers like,1
the authors in front of the architects in front of the assistants,1
the show from the architect behind the taxi driver,0
the author that the dancers love and the executives love,0
the officer behind the chef behind the assistant,0
the consultant across from the dancers to the side of the parents,0
the officers that the skaters like and the executives hate,1
the songs that the dancers like and the parents like,1
the consultants that the chefs hate and the ministers hate,1
the poem that the guard admires and the taxi driver admires,0
the surgeon behind the skaters across from the ministers,0
the author next to the chef to the side of the executive,0
the painting that the skaters love and the executives admire,0
the managers near the dancer behind the taxi driver,1
the teacher that the guards hate and the taxi drivers like,0
the novel that the skater admires and the executive loves,0
the pilots in front of the chef across from the taxi driver,1
the authors to the side of the dancer behind the assistant,1
the consultants to the side of the guard in front of the taxi driver,1
the show from the architect across from the assistant,0
the painting that the chef hates and the taxi driver loves,0
the consultants that the dancer likes and the taxi driver loves,1
the managers in front of the skaters near the taxi drivers,1
the officer that the skater loves and the assistant loves,0
the senators that the chef admires and the parent hates,1
the teachers behind the guard near the parent,1
the officer in front of the chef behind the minister,0
the customers in front of the chefs next to the taxi drivers,1
the song that the chefs hate and the taxi drivers like,0
the games that the dancer hates and the parent admires,1
the games that the architects hate and the executives love,1
the author across from the skaters to the side of the ministers,0
the pilot across from the skaters next to the assistants,0
the shows by the skater behind the minister,1
the consultants across from the dancer near the taxi driver,1
the poem that the architect loves and the parent admires,0
the games that the skaters admire and the executives love,1
the farmers that the chef loves and the parent loves,1
the teachers in front of the guards behind the parents,1
the teacher that the skater hates and the taxi driver loves,0
the customers near the dancer near the parent,1
the manager to the side of the skaters behind the ministers,0
the songs that the guard likes and the executive admires,1
the teachers across from the dancer behind the parent,1
the poems that the architect admires and the minister hates,1
the consultants next to the guards near the taxi drivers,1
the manager to the side of the skater across from the minister,0
the poem that the guard likes and the assistant likes,0
the show by the dancers in front of the parents,0
the manager near the skaters next to the ministers,0
the teachers behind the skater behind the executive,1
the senators behind the guards near the executives,1
the games that the architects hate and the parents love,1
the surgeons behind the architect to the side of the parent,1
the book that the dancer likes and the parent hates,0
the book by the architect in front of the executive,0
the painting that the dancers like and the ministers admire,0
the customer that the guard admires and the executive admires,0
the pilots that the dancer hates and the executive loves,1
the manager that the chef hates and the parent likes,0
the movie from the dancers near the assistants,0
the poems by the architects behind the parents,1
the teachers to the side of the skater across from the parent,1
the movie by the architect to the side of the taxi driver,0
the surgeons that the architects admire and the executives like,1
the game that the chefs love and the assistants like,0
the surgeon that the skaters love and the taxi drivers hate,0
the consultants that the skaters hate and the assistants admire,1
the teachers that the architects admire and the parents admire,1
the teachers near the chefs next to the ministers,1
the novels that the architects love and the parents hate,1
the poems that the chefs admire and the taxi drivers admire,1
the poem by the architects near the assistants,0
the novels that the architects hate and the ministers admire,1
the surgeon across from the chef near the minister,0
the consultants next to the skaters next to the taxi drivers,1
the customers in front of the architect to the side of the taxi driver,1
the pilots that the skater hates and the taxi driver hates,1
the game that the chef likes and the parent loves,0
the customers next to the guards to the side of the executives,1
the customers in front of the dancers to the side of the ministers,1
the show that the dancer hates and the parent hates,0
the show from the guard near the assistant,0
the novels that the architect likes and the taxi driver loves,1
the surgeons next to the architect next to the parent,1
the novels that the skaters admire and the ministers like,1
the officers across from the dancer to the side of the minister,1
the painting that the chef likes and the executive likes,0
the games from the dancers behind the assistants,1
the surgeons near the dancers across from the taxi drivers,1
the surgeons in front of the guards in front of the taxi drivers,1
the officer to the side of the skaters in front of the taxi drivers,0
the farmers next to the dancers next to the assistants,1
the games that the chef hates and the minister hates,1
the books that the dancers hate and the executives love,1
the books by the chef behind the assistant,1
the manager behind the chef near the executive,0
the pilots in front of the chef across from the executive,1
the movie that the architects like and the parents admire,0
the movie by the dancer near the minister,0
the officer to the side of the architects near the parents,0
the surgeon to the side of the skater near the minister,0
the surgeon that the dancers love and the executives admire,0
the farmer across from the skater to the side of the parent,0
the farmer to the side of the chefs next to the executives,0
the consultants next to the guards to the side of the ministers,1
the officers near the guard in front of the executive,1
the manager behind the dancer across from the executive,0
the teacher near the guards behind the taxi drivers,0
the customer behind the dancer behind the taxi driver,0
the senator that the chef loves and the assistant hates,0
the officer that the architects admire and the ministers admire,0
the farmer that the skaters admire and the ministers love,0
the paintings that the dancer loves and the taxi driver loves,1
the senator that the chef hates and the taxi driver loves,0
the customer next to the dancers next to the assistants,0
the customer that the architects love and the parents love,0
the customers next to the architect near the parent,1
the senator that the architect admires and the assistant likes,0
the movie that the skater loves and the executive hates,0
the farmer next to the dancers near the assistants,0
the movies by the architects near the taxi drivers,1
the managers next to the guards across from the assistants,1
the customer that the skater likes and the executive likes,0
the authors that the skaters hate and the executives like,1
the novel that the dancer loves and the assistant loves,0
the senator behind the architects near the ministers,0
the teachers behind the skater behind the assistant,1
the consultant in front of the dancer across from the minister,0
the pictures that the architect likes and the executive hates,1
the songs that the skaters admire and the ministers love,1
the senators that the dancers love and the executives admire,1
the senator that the chef loves and the assistant loves,0
the novels by the dancer near the executive,1
the managers near the chefs to the side of the executives,1
the teachers behind the skater across from the taxi driver,1
the song from the guard behind the executive,0
the farmer to the side of the guard next to the minister,0
the books that the guard admires and the taxi driver loves,1
the surgeons across from the dancer to the side of the parent,1
the pilot behind the dancer across from the executive,0
the pilots in front of the chefs behind the executives,1
the consultants in front of the skater near the executive,1
the teachers that the dancers hate and the taxi drivers love,1
the senator near the architects in front of the taxi drivers,0
the paintings that the guards like and the ministers admire,1
the customer to the side of the architect behind the minister,0
the consultant near the architect next to the executive,0
the manager next to the guard in front of the minister,0
the manager across from the guards in front of the taxi drivers,0
the songs that the dancers admire and the assistants admire,1
the officer near the dancer in front of the assistant,0
the poems that the skater loves and the assistant hates,1
the surgeons that the guards love and the parents love,1
the teacher that the dancer admires and the executive admires,0
the author near the architect behind the executive,0
the customer to the side of the chefs near the executives,0
the officer behind the dancer near the assistant,0
the novel from the skater in front of the executive,0
the managers that the chef likes and the parent loves,1
the pilots in front of the guards behind the parents,1
the consultants across from the guard in front of the executive,1
the pilots next to the skater next to the parent,1
the customer across from the guards behind the parents,0
the teachers across from the chefs to the side of the ministers,1
the novel that the skaters admire and the parents admire,0
the customer to the side of the architect across from the minister,0
the customers behind the chef across from the executive,1
the book that the skater loves and the executive admires,0
the farmers that the skater likes and the parent likes,1
the senators that the architects like and the taxi drivers admire,1
the author behind the architects in front of the assistants,0
the poems that the guard hates and the minister loves,1
the managers across from the skaters to the side of the ministers,1
the authors in front of the dancer next to the taxi driver,1
the teachers next to the architects in front of the executives,1
the surgeons near the architect behind the taxi driver,1
the consultants across from the architect in front of the taxi driver,1
the officers in front of the dancer near the minister,1
the officer behind the skaters in front of the ministers,0
the games by the skaters behind the assistants,1
the songs that the chefs love and the taxi drivers like,1
the pilot that the chef admires and the taxi driver likes,0
the paintings by the dancers behind the ministers,1
the pilot across from the guard next to the parent,0
the pilots that the skaters hate and the taxi drivers love,1
the pilots that the skaters love and the parents like,1
the painting that the skater likes and the taxi driver loves,0
the consultant next to the guards next to the taxi drivers,0
the consultant behind the architects near the executives,0
the customer to the side of the chefs behind the assistants,0
the senator across from the skater behind the minister,0
the customers to the side of the dancers across from the assistants,1
the paintings from the architect across from the executive,1
the customers that the guards like and the ministers admire,1
the managers that the chef admires and the assistant hates,1
the poem by the dancer near the parent,0
the authors that the guards love and the taxi drivers hate,1
the pilot next to the skater next to the minister,0
the book that the skater hates and the parent admires,0
the author next to the chefs next to the assistants,0
the pilots to the side of the dancers across from the parents,1
the surgeons across from the guard to the side of the parent,1
the officers near the chef near the taxi driver,1
the senators in front of the dancer near the minister,1
the farmers that the guard loves and the parent hates,1
the teachers that the dancer hates and the assistant hates,1
the novel that the guard loves and the minister loves,0
the farmers that the dancers admire and the taxi drivers hate,1
the painting that the guards hate and the parents love,0
the manager behind the dancers to the side of the ministers,0
the farmers that the skaters admire and the assistants like,1
the pilot that the guard admires and the minister hates,0
the authors behind the chefs near the executives,1
the customer near the dancers next to the ministers,0
the surgeon behind the guard across from the executive,0
the manager near the architects near the executives,0
the surgeon that the guard likes and the minister hates,0
the authors across from the skaters near the executives,1
the consultants that the skaters like and the assistants admire,1
the novel that the chef loves and the minister loves,0
the consultant in front of the chefs behind the parents,0
the surgeon that the architects admire and the parents admire,0
the manager that the dancers admire and the executives like,0
the senators behind the skater to the side of the taxi driver,1
the consultants to the side of the chefs behind the taxi drivers,1
the game that the skaters like and the executives like,0
the teacher behind the chefs behind the assistants,0
the novels that the guards admire and the assistants like,1
the movie that the skater likes and the minister loves,0
the song by the guards across from the executives,0
the poems that the chef hates and the taxi driver admires,1
the picture that the dancers like and the executives like,0
the surgeon to the side of the chefs in front of the taxi drivers,0
the officers that the dancers admire and the parents admire,1
the authors that the dancer likes and the executive admires,1
the pilot that the dancer admires and the minister admires,0
the book that the dancers love and the assistants hate,0
the movies by the architect across from the parent,1
the customer behind the chef to the side of the minister,0
the senators behind the skater in front of the executive,1
the painting that the skater hates and the executive likes,0
the game from the skater next to the taxi driver,0
the songs that the chefs hate and the executives like,1
the farmer across from the chefs across from the assistants,0
the picture that the architect hates and the taxi driver loves,0
the consultant to the side of the chef to the side of the assistant,0
the pilot to the side of the chef behind the minister,0
the consultant in front of the guard to the side of the assistant,0
the authors that the chef hates and the assistant admires,1
the consultant in front of the chef across from the executive,0
the consultant that the guard hates and the assistant likes,0
the manager near the guards to the side of the ministers,0
the teacher that the guards love and the ministers admire,0
the teacher that the chef admires and the taxi driver hates,0
the surgeons that the skater hates and the taxi driver likes,1
the customer near the dancers to the side of the ministers,0
the consultants that the architects love and the assistants hate,1
the poems by the skaters near the ministers,1
the novel that the chef admires and the minister admires,0
the teacher that the dancers like and the executives admire,0
the manager that the guard likes and the taxi driver admires,0
the pilot that the architect loves and the assistant admires,0
the senator in front of the guard to the side of the parent,0
the show by the architect near the taxi driver,0
the surgeon in front of the dancer across from the assistant,0
the consultants to the side of the dancers behind the ministers,1
the consultants next to the skater next to the assistant,1
the authors that the dancer likes and the minister hates,1
the game that the chefs love and the parents hate,0
the farmer that the chefs hate and the taxi drivers love,0
the manager in front of the architects behind the taxi drivers,0
the pilot in front of the skaters to the side of the assistants,0
the movie by the chef near the minister,0
the manager near the dancer to the side of the executive,0
the surgeon behind the chefs next to the assistants,0
the movie by the chefs behind the executives,0
the pilot that the skaters like and the parents hate,0
the surgeon near the architects across from the taxi drivers,0
the books by the architects behind the executives,1
the surgeons behind the dancers near the assistants,1
the painting that the chefs admire and the parents like,0
the book that the architects like and the assistants hate,0
the surgeon to the side of the chefs to the side of the executives,0
the authors behind the dancer next to the assistant,1
the books that the guards like and the assistants like,1
the movies that the dancers like and the executives hate,1
the customers to the side of the guards next to the taxi drivers,1
the manager to the side of the guard to the side of the parent,0
the pictures that the dancers admire and the parents admire,1
the authors that the architects like and the executives admire,1
the farmers behind the dancers near the assistants,1
the authors that the architects love and the taxi drivers admire,1
the authors to the side of the chef near the taxi driver,1
the poems that the chefs love and the assistants admire,1
the farmer in front of the architects near the taxi drivers,0
the author near the skater behind the parent,0
the game that the skater likes and the executive loves,0
the managers that the guard loves and the assistant loves,1
the farmer across from the skaters across from the parents,0
the officer in front of the chef to the side of the parent,0
the customers that the guards hate and the executives admire,1
the customer across from the chefs in front of the executives,0
the surgeons that the skaters hate and the parents admire,1
the shows by the skater behind the assistant,1
the farmers to the side of the guard across from the minister,1
the consultant near the dancer near the parent,0
the customer in front of the architects across from the ministers,0
the surgeons behind the architect in front of the parent,1
the poem from the dancer across from the minister,0
the surgeon in front of the chefs to the side of the assistants,0
the consultant that the dancers admire and the ministers hate,0
the pilots that the chefs love and the executives admire,1
the senators near the skater in front of the executive,1
the painting that the guard loves and the executive admires,0
the consultant that the architects hate and the assistants love,0
the picture that the guards hate and the ministers like,0
the pilot across from the dancers in front of the ministers,0
the pilots next to the architect near the parent,1
the songs from the skater to the side of the minister,1
the pilot next to the architect in front of the executive,0
the farmers next to the skaters in front of the ministers,1
the songs that the architect likes and the executive hates,1
the customers that the guard likes and the taxi driver likes,1
the shows that the chefs hate and the taxi drivers love,1
the teachers across from the skaters behind the ministers,1
the picture by the chefs near the executives,0
the book by the guard to the side of the minister,0
the officers that the dancer loves and the minister admires,1
the customer across from the guard near the parent,0
the authors near the chef next to the taxi driver,1
the painting that the chefs hate and the assistants love,0
the consultants that the skaters hate and the executives hate,1
the senators next to the architects in front of the taxi drivers,1
the novels that the guard hates and the taxi driver admires,1
the customers to the side of the architect next to the parent,1
the senator that the skaters like and the parents love,0
the teachers behind the architects next to the ministers,1
the officer that the chefs hate and the taxi drivers admire,0
the officer next to the chef across from the parent,0
the show that the guard admires and the taxi driver admires,0
the surgeons near the dancers to the side of the parents,1
the customer across from the guards near the assistants,0
the customers to the side of the chefs across from the parents,1
the novel that the skaters like and the assistants admire,0
the poem from the architects to the side of the parents,0
the customers that the dancers love and the executives hate,1
the author that the skater loves and the taxi driver likes,0
the surgeon to the side of the skater in front of the assistant,0
the farmer next to the guards near the parents,0
the authors that the dancers like and the taxi drivers admire,1
the book by the skater to the side of the taxi driver,0
the farmer that the dancers love and the ministers like,0
the novels that the dancers like and the assistants love,1
the novel by the dancer in front of the parent,0
the pictures by the chefs next to the executives,1
the authors that the architect loves and the taxi driver likes,1
the book that the chef loves and the minister likes,0
the pilot that the dancers like and the ministers admire,0
the customers to the side of the architects near the ministers,1
the teachers that the skaters admire and the parents love,1
the officer next to the skaters across from the assistants,0
the painting by the skaters in front of the ministers,0
the officer that the skater likes and the minister admires,0
the songs from the skater next to the taxi driver,1
the paintings that the guards like and the assistants like,1
the novel that the architects admire and the assistants hate,0
the farmers across from the guard in front of the executive,1
the author to the side of the dancer across from the parent,0
the poems that the dancer loves and the parent likes,1
the authors near the chefs next to the taxi drivers,1
the book that the architect likes and the assistant loves,0
the poem by the guard to the side of the assistant,0
the movies that the chef hates and the executive loves,1
the authors to the side of the dancers to the side of the assistants,1
the farmer across from the guards next to the parents,0
the books that the chef admires and the parent admires,1
the surgeon in front of the dancer next to the assistant,0
the customers near the dancers next to the executives,1
the senators in front of the guards next to the taxi drivers,1
the teachers across from the guard near the taxi driver,1
the movie that the dancers love and the taxi drivers hate,0
the consultants that the chefs admire and the executives admire,1
the books from the guard behind the parent,1
the painting that the dancer hates and the assistant hates,0
the teachers that the dancer admires and the taxi driver hates,1
the shows that the chef hates and the executive admires,1
the poems by the guards in front of the parents,1
the songs from the guards near the parents,1
the farmer to the side of the architect across from the taxi driver,0
the show that the chef hates and the taxi driver likes,0
the farmers behind the architect to the side of the taxi driver,1
the painting that the skaters admire and the parents admire,0
the novel that the guards love and the taxi drivers like,0
the officer next to the skaters in front of the ministers,0
the teachers that the chefs like and the taxi drivers like,1
the authors to the side of the architect behind the parent,1
the pilot behind the architects near the taxi drivers,0
the surgeons that the architect likes and the executive hates,1
the book from the architects across from the parents,0
the novel from the dancers to the side of the ministers,0
the officers that the skaters love and the taxi drivers admire,1
the manager near the skater behind the minister,0
the pictures from the skater behind the executive,1
the novels from the chef in front of the parent,1
the officer that the skaters love and the executives admire,0
the books that the dancers love and the executives hate,1
the manager behind the architects near the parents,0
the surgeons near the skaters in front of the taxi drivers,1
the officer next to the chefs behind the ministers,0
the games that the guard admires and the minister admires,1
the game that the architect likes and the minister hates,0
the surgeons next to the architects next to the taxi drivers,1
the show that the dancer hates and the parent likes,0
the authors in front of the chefs behind the assistants,1
the novels that the chefs love and the ministers love,1
the manager to the side of the skater next to the executive,0
the books that the dancers like and the taxi drivers hate,1
the show that the guards admire and the assistants admire,0
the senators near the skater to the side of the taxi driver,1
the book from the guard behind the assistant,0
the author behind the chefs in front of the taxi drivers,0
the officers that the chefs love and the executives hate,1
the senators to the side of the dancer behind the parent,1
the officers behind the dancer across from the executive,1
the officer next to the guards behind the executives,0
the senators that the guard loves and the taxi driver admires,1
the pilot in front of the architects behind the executives,0
the teachers behind the dancers across from the taxi drivers,1
the consultants behind the dancers near the ministers,1
the poem that the skater likes and the parent admires,0
the officers to the side of the dancer to the side of the parent,1
the pilots that the dancer hates and the minister admires,1
the poems that the skaters admire and the assistants hate,1
the customer near the guards behind the ministers,0
the manager that the guard loves and the parent admires,0
the officer in front of the guards across from the executives,0
the authors next to the guards behind the executives,1
the poems that the architects admire and the ministers admire,1
the poems from the dancers behind the taxi drivers,1
the surgeon that the architect admires and the executive hates,0
the poems by the skaters in front of the assistants,1
the customer across from the skater next to the minister,0
the managers across from the guards near the ministers,1
the farmers next to the skater across from the taxi driver,1
the senators that the skater loves and the taxi driver admires,1
the surgeon next to the architect next to the taxi driver,0
the movie that the dancer hates and the assistant likes,0
the teachers behind the guard near the taxi driver,1
the consultant that the dancers hate and the executives hate,0
the teacher to the side of the chefs near the parents,0
the picture that the architects love and the assistants love,0
the surgeons that the chefs love and the ministers hate,1
the managers to the side of the guards next to the executives,1
the customer that the dancer likes and the parent hates,0
the manager next to the guards next to the assistants,0
the author across from the guards across from the executives,0
the surgeon in front of the dancer to the side of the assistant,0
the shows that the guard admires and the assistant likes,1
the movie that the dancers admire and the parents love,0
the teachers across from the skater in front of the assistant,1
the songs by the architects to the side of the taxi drivers,1
the picture that the guards hate and the taxi drivers admire,0
the author to the side of the dancers behind the taxi drivers,0
the manager across from the architect near the minister,0
the games from the skater across from the parent,1
the managers near the guard across from the executive,1
the consultants behind the dancers near the parents,1
the book that the dancers hate and the assistants admire,0
the manager across from the dancers across from the taxi drivers,0
the surgeon that the guards like and the executives like,0
the authors near the chefs across from the taxi drivers,1
the surgeon that the architect hates and the parent likes,0
the officers in front of the architects next to the taxi drivers,1
the teachers that the chefs love and the executives love,1
the novels from the chefs near the assistants,1
the teachers behind the skaters behind the parents,1
the surgeon next to the guard to the side of the executive,0
the senator behind the skater behind the minister,0
the poem that the dancer admires and the taxi driver likes,0
the managers behind the dancers in front of the executives,1
the books that the skater loves and the taxi driver hates,1
the pilots that the chef admires and the taxi driver admires,1
the farmer next to the guard behind the taxi driver,0
the movie from the skaters in front of the taxi drivers,0
the poems that the chefs admire and the ministers love,1
the author behind the skater in front of the taxi driver,0
the teacher behind the guards next to the ministers,0
the pilots that the guards admire and the ministers love,1
the farmer that the skaters like and the parents love,0
the senator that the guard hates and the assistant loves,0
the officers next to the guards across from the ministers,1
the games that the dancers hate and the executives like,1
the customers near the guard behind the minister,1
the consultant in front of the chef across from the assistant,0
the pilot across from the dancers near the assistants,0
the books that the architects admire and the taxi drivers hate,1
the customers in front of the architect near the taxi driver,1
the managers that the architects admire and the executives love,1
the manager that the guard loves and the executive loves,0
the officer across from the chefs behind the executives,0
the surgeon behind the chefs in front of the assistants,0
the customer next to the guards near the parents,0
the teachers behind the guard near the minister,1
the pilot that the skater loves and the parent admires,0
the farmers in front of the dancer across from the minister,1
the movie that the guard likes and the minister likes,0
the manager near the dancers near the taxi drivers,0
the senator next to the dancers in front of the executives,0
the author that the guard likes and the executive hates,0
the surgeon across from the skaters behind the assistants,0
the poem that the guard admires and the taxi driver likes,0
the game that the architects love and the executives admire,0
the song from the guards next to the executives,0
the authors that the chefs like and the parents admire,1
the pictures from the architect next to the minister,1
the surgeons across from the skater near the assistant,1
the pilots in front of the chefs in front of the executives,1
the surgeons next to the guards behind the executives,1
the novel from the chef to the side of the minister,0
the officer to the side of the architects behind the executives,0
the farmers near the guard next to the parent,1
the farmer across from the chefs in front of the parents,0
the pilot next to the dancer in front of the assistant,0
the surgeons to the side of the skater next to the minister,1
the farmer near the skater in front of the minister,0
the novel that the dancers love and the taxi drivers like,0
the customers across from the chefs to the side of the ministers,1
the teachers next to the dancer across from the executive,1
the consultant to the side of the dancer in front of the minister,0
the managers that the skater likes and the parent likes,1
the authors near the architect behind the parent,1
the officer to the side of the skater to the side of the parent,0
the pilot in front of the chefs across from the ministers,0
the customers to the side of the chefs near the ministers,1
the songs from the skater in front of the executive,1
the customer that the architect loves and the assistant hates,0
the consultant behind the guard next to the parent,0
the farmers that the architect likes and the executive loves,1
the paintings that the architects hate and the assistants hate,1
the songs that the chefs admire and the assistants love,1
the farmer across from the guards in front of the ministers,0
the paintings that the skaters admire and the ministers like,1
the managers that the dancers admire and the parents admire,1
the farmers next to the skater in front of the assistant,1
the officers to the side of the skaters near the parents,1
the teacher that the chefs like and the assistants hate,0
the senator to the side of the guard next to the minister,0
the teachers near the architects next to the executives,1
the teacher in front of the guard behind the assistant,0
the farmer behind the architect to the side of the executive,0
the managers that the architect admires and the assistant likes,1
the officer near the architects across from the assistants,0
the paintings that the guards love and the parents love,1
the painting that the chef admires and the minister likes,0
the teacher near the guards in front of the assistants,0
the customers that the skater admires and the taxi driver hates,1
the farmer across from the skater across from the parent,0
the song that the skater loves and the parent hates,0
the pictures by the guards near the parents,1
the managers across from the chefs in front of the assistants,1
the consultants in front of the guard near the assistant,1
the teachers that the guard admires and the parent admires,1
the songs from the dancer behind the assistant,1
the farmer behind the skater behind the taxi driver,0
the teachers that the guards like and the executives admire,1
the officers that the architect loves and the minister admires,1
the painting that the guards admire and the ministers admire,0
the teachers to the side of the guard to the side of the executive,1
the customers that the skater loves and the taxi driver likes,1
the senator behind the skater near the taxi driver,0
the pilots near the dancer behind the minister,1
the picture from the chefs across from the ministers,0
the novels from the dancers near the taxi drivers,1
the manager in front of the dancers next to the executives,0
the surgeon behind the architects next to the parents,0
the pictures by the skaters next to the ministers,1
the officer across from the dancer behind the parent,0
the manager behind the dancers near the parents,0
the surgeon behind the architect across from the minister,0
the customer next to the guard to the side of the parent,0
the novels that the architect loves and the executive loves,1
the book that the chefs hate and the parents admire,0
the pictures that the dancers hate and the parents hate,1
the authors next to the dancer in front of the minister,1
the pilots that the dancers like and the ministers admire,1
the customer across from the chefs near the parents,0
the managers that the skater hates and the assistant hates,1
the author in front of the architect to the side of the executive,0
the surgeons that the skater hates and the parent admires,1
the teachers to the side of the skaters near the taxi drivers,1
the pilot in front of the chef to the side of the assistant,0
the managers that the chef admires and the taxi driver admires,1
the pilots near the dancer in front of the minister,1
the authors that the guards hate and the executives love,1
the picture by the guard across from the parent,0
the teacher next to the skater next to the assistant,0
the pilots in front of the guard behind the executive,1
the surgeon that the chefs love and the assistants like,0
the customer to the side of the architects near the executives,0
the officer near the guard in front of the minister,0
the senators across from the dancer to the side of the taxi driver,1
the pilots in front of the guard behind the minister,1
the farmer that the guards hate and the taxi drivers hate,0
the movies that the dancer hates and the assistant likes,1
the officers that the guards like and the parents hate,1
the farmer behind the guard in front of the assistant,0
the author in front of the architect next to the minister,0
the painting that the skaters love and the parents love,0
the managers near the chef behind the taxi driver,1
the pilots behind the chef to the side of the parent,1
the paintings by the dancer to the side of the executive,1
the movie that the skater likes and the parent loves,0
the authors behind the skaters across from the executives,1
the poems from the architects in front of the parents,1
the songs by the skater behind the taxi driver,1
the manager that the guards like and the assistants love,0
the pilots that the chef likes and the assistant hates,1
the authors near the skaters behind the taxi drivers,1
the show that the dancers hate and the parents like,0
the officer that the chefs like and the ministers hate,0
the shows by the chef across from the assistant,1
the painting that the skaters hate and the parents admire,0
the consultants behind the chefs behind the parents,1
the consultants behind the dancers in front of the taxi drivers,1
the book that the dancers like and the parents love,0
the pilots to the side of the guard across from the executive,1
the surgeon near the architect near the parent,0
the shows by the chef in front of the parent,1
the author next to the guard next to the taxi driver,0
the officers that the guard hates and the assistant loves,1
the author that the guards hate and the assistants like,0
the teacher to the side of the skater behind the taxi driver,0
the senators across from the dancers across from the ministers,1
the pilot near the architects across from the assistants,0
the surgeons across from the skater near the taxi driver,1
the songs from the skater in front of the minister,1
the pilot near the chefs next to the ministers,0
the farmer to the side of the chefs to the side of the ministers,0
the pilot that the skaters like and the ministers hate,0
the author that the chef likes and the executive hates,0
the senator behind the skaters to the side of the taxi drivers,0
the book that the architects love and the parents love,0
the consultant behind the architect to the side of the parent,0
the pilot in front of the skater behind the minister,0
the poems that the architects like and the taxi drivers like,1
the farmers that the chefs hate and the executives like,1
the novel that the architects love and the parents admire,0
the game that the architect likes and the executive loves,0
the teachers to the side of the chef in front of the assistant,1
the customer across from the dancers in front of the assistants,0
the consultants next to the architect in front of the assistant,1
the consultant across from the architect near the minister,0
the painting by the guard across from the assistant,0
the game from the skaters across from the assistants,0
the senator behind the chefs in front of the ministers,0
the farmers next to the chefs across from the assistants,1
the song from the dancer near the minister,0
the authors that the dancer hates and the executive hates,1
the customers near the guards near the ministers,1
the novel by the dancer across from the parent,0
the senator near the chef in front of the executive,0
the customers behind the guards in front of the taxi drivers,1
the managers in front of the guard near the parent,1
the officer that the architects admire and the assistants admire,0
the consultants that the guards admire and the parents admire,1
the farmer behind the architect across from the minister,0
the teachers that the skater likes and the taxi driver hates,1
the game that the architects admire and the parents like,0
the poem from the dancers across from the taxi drivers,0
the customers that the dancer hates and the taxi driver loves,1
the surgeons next to the chefs in front of the ministers,1
the farmer that the architect loves and the executive admires,0
the senator near the dancers behind the parents,0
the consultants next to the skaters across from the assistants,1
the song that the chefs hate and the executives like,0
the consultants across from the skater next to the executive,1
the customers that the skater admires and the taxi driver admires,1
the senator near the dancer to the side of the executive,0
the teachers that the chef hates and the assistant admires,1
the painting that the chef likes and the parent admires,0
the games that the skaters hate and the taxi drivers love,1
the books by the skater across from the assistant,1
the teachers across from the dancer to the side of the minister,1
the customer behind the guard next to the assistant,0
the surgeon across from the dancers near the taxi drivers,0
the consultants across from the skaters next to the assistants,1
the senators in front of the architect behind the taxi driver,1
the farmer in front of the chefs behind the assistants,0
the consultants that the architects love and the assistants admire,1
the teacher to the side of the architect to the side of the taxi driver,0
the officer that the skaters love and the taxi drivers hate,0
the farmers across from the guards across from the assistants,1
the pilots behind the chefs near the taxi drivers,1
the pilots across from the guards near the taxi drivers,1
the pilot next to the dancers next to the taxi drivers,0
the teachers across from the dancers across from the taxi drivers,1
the officers next to the dancers near the assistants,1
the poem that the dancer admires and the executive likes,0
the authors that the dancer hates and the assistant hates,1
the teacher next to the dancer behind the parent,0
the surgeons across from the chefs next to the taxi drivers,1
the novel that the architect likes and the assistant likes,0
the senators to the side of the chefs next to the assistants,1
the farmer that the guards like and the ministers love,0
the teacher that the chefs love and the taxi drivers admire,0
the games by the architect to the side of the minister,1
the novels that the architects admire and the ministers like,1
the consultant next to the guard next to the minister,0
the manager that the chefs hate and the executives like,0
the senators in front of the dancers behind the ministers,1
the senators that the guard loves and the executive hates,1
the surgeon in front of the guard behind the taxi driver,0
the senator that the skater loves and the minister likes,0
the teacher next to the architects behind the taxi drivers,0
the officers that the chef hates and the minister hates,1
the movie from the architect across from the assistant,0
the officer near the guard across from the taxi driver,0
the author to the side of the dancers to the side of the executives,0
the officers behind the chefs behind the taxi drivers,1
the manager that the chef likes and the executive likes,0
the games from the skaters across from the taxi drivers,1
the authors that the dancers love and the assistants like,1
the teachers that the skaters love and the parents like,1
the officers to the side of the architects next to the assistants,1
the consultant in front of the dancer next to the executive,0
the manager to the side of the chef near the minister,0
the managers near the architects in front of the ministers,1
the painting from the skater near the executive,0
the senators that the chef loves and the executive likes,1
the farmer that the architects love and the assistants love,0
the pilot in front of the skaters near the ministers,0
the show by the architect behind the minister,0
the show from the skater in front of the taxi driver,0
the teachers next to the skater in front of the minister,1
the paintings that the guard loves and the parent loves,1
the customers in front of the guards to the side of the ministers,1
the consultant that the architect likes and the taxi driver admires,0
the senators across from the architect to the side of the taxi driver,1
the customers across from the architects to the side of the assistants,1
