,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
4694,114 111 69 104 113,35,114 1 30 99 113,24,1,11,6,0,7,30,var_0 counter_var_1 +,12,counter_var_0 var_1 +
4695,114 75 91 106 113,30,114 93 101 39 113,17,6,13,8,22,9,25,var_0 counter_var_1 +,19,counter_var_0 var_1 +
4696,114 0 112 13 113,13,114 42 100 75 113,0,13,13,13,20,8,13,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4697,114 16 38 59 113,44,114 97 33 14 113,16,10,28,14,15,10,30,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4698,114 82 99 92 113,54,114 39 5 24 113,24,10,30,24,7,5,48,var_0 counter_var_1 +,40,counter_var_0 var_1 +
4699,114 94 9 70 113,15,114 29 110 108 113,7,0,8,15,9,18,22,var_0 counter_var_1 +,8,counter_var_0 var_1 +
4700,114 19 102 45 113,33,114 49 11 6 113,19,20,14,6,10,11,25,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4701,114 27 46 87 113,52,114 57 31 82 113,27,28,25,20,0,8,47,var_0 counter_var_1 +,53,counter_var_0 var_1 +
4702,114 65 54 53 113,29,114 81 49 32 113,7,23,22,1,8,3,8,var_0 counter_var_1 +,45,counter_var_0 var_1 +
4703,114 68 93 105 113,22,114 85 88 16 113,10,27,12,16,1,19,26,var_0 counter_var_1 +,39,counter_var_0 var_1 +
4704,114 23 96 7 113,30,114 18 7 22 113,23,18,7,22,4,7,45,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4705,114 24 107 28 113,52,114 6 27 101 113,24,6,28,8,15,4,32,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4706,114 3 100 75 113,16,114 22 82 90 113,3,22,13,28,8,13,31,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4707,114 47 18 72 113,28,114 69 81 52 113,18,11,10,21,18,12,39,var_0 counter_var_1 +,21,counter_var_0 var_1 +
4708,114 31 64 66 113,6,114 8 60 63 113,2,8,4,1,18,14,3,var_0 counter_var_1 +,12,counter_var_0 var_1 +
4709,114 19 84 44 113,32,114 18 112 13 113,19,18,13,13,15,20,32,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4710,114 55 8 57 113,52,114 49 10 11 113,26,20,26,11,8,10,37,var_0 counter_var_1 +,46,counter_var_0 var_1 +
4711,114 107 62 43 113,32,114 43 111 79 113,20,14,12,17,16,19,37,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4712,114 102 3 86 113,39,114 3 22 12 113,15,3,24,12,3,22,27,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4713,114 89 21 49 113,20,114 112 77 69 113,2,25,18,7,21,8,9,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4714,114 70 10 11 113,23,114 77 66 88 113,12,19,11,26,10,20,38,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4715,114 66 31 82 113,28,114 94 31 82 113,8,7,20,20,8,8,28,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4716,114 91 19 15 113,19,114 63 20 50 113,4,5,15,19,19,20,23,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4717,114 42 20 50 113,32,114 72 52 9 113,13,14,19,9,20,6,22,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4718,114 83 79 58 113,52,114 108 31 82 113,25,21,27,20,10,8,45,var_0 counter_var_1 +,48,counter_var_0 var_1 +
4719,114 84 110 108 113,41,114 109 97 23 113,26,22,15,23,18,5,49,var_0 counter_var_1 +,37,counter_var_0 var_1 +
4720,114 68 8 57 113,36,114 41 47 93 113,10,12,26,0,8,1,10,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4721,114 46 76 54 113,40,114 18 84 44 113,17,18,23,13,7,15,30,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4722,114 2 1 0 113,2,114 39 69 104 113,2,10,0,11,1,0,13,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4723,114 65 46 87 113,32,114 85 42 46 113,7,27,25,15,0,19,22,var_0 counter_var_1 +,52,counter_var_0 var_1 +
4724,114 24 15 62 113,24,114 68 110 108 113,24,10,0,15,15,18,39,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4725,114 104 43 40 113,26,114 60 75 8 113,17,2,9,8,20,6,25,var_0 counter_var_1 +,11,counter_var_0 var_1 +
4726,114 51 34 47 113,38,114 43 78 107 113,22,14,16,14,11,9,36,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4727,114 98 73 73 113,22,114 1 88 16 113,11,1,11,16,4,19,27,var_0 counter_var_1 +,12,counter_var_0 var_1 +
4728,114 85 71 100 113,34,114 42 58 2 113,27,13,7,2,2,12,29,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4729,114 37 49 32 113,9,114 65 91 106 113,8,7,1,13,3,22,21,var_0 counter_var_1 +,8,counter_var_0 var_1 +
4730,114 86 37 110 113,45,114 62 68 71 113,28,4,17,9,14,22,37,var_0 counter_var_1 +,21,counter_var_0 var_1 +
4731,114 7 30 99 113,13,114 45 23 98 113,7,16,6,5,7,0,12,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4732,114 86 65 67 113,33,114 67 32 1 113,28,9,5,1,19,9,29,var_0 counter_var_1 +,14,counter_var_0 var_1 +
4733,114 87 65 67 113,5,114 82 17 112 113,0,24,5,19,19,17,19,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4734,114 7 42 46 113,22,114 70 90 102 113,7,12,15,9,19,21,16,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4735,114 46 83 3 113,20,114 91 22 12 113,17,4,3,12,14,22,29,var_0 counter_var_1 +,7,counter_var_0 var_1 +
4736,114 17 8 57 113,43,114 28 43 40 113,17,28,26,9,8,20,26,var_0 counter_var_1 +,54,counter_var_0 var_1 +
4737,114 36 30 99 113,13,114 106 86 94 113,7,19,6,1,7,17,8,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4738,114 104 53 68 113,23,114 21 81 52 113,17,21,6,21,7,12,38,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4739,114 0 81 52 113,21,114 91 71 100 113,0,4,21,7,12,2,7,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4740,114 104 80 48 113,34,114 54 34 47 113,17,25,17,16,11,11,33,var_0 counter_var_1 +,42,counter_var_0 var_1 +
4741,114 65 59 30 113,37,114 79 17 112 113,7,21,30,19,13,17,26,var_0 counter_var_1 +,51,counter_var_0 var_1 +
4742,114 76 30 99 113,24,114 21 42 46 113,18,21,6,15,7,19,33,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4743,114 67 28 55 113,33,114 50 56 5 113,9,21,24,5,5,10,14,var_0 counter_var_1 +,45,counter_var_0 var_1 +
4744,114 81 1 0 113,23,114 29 105 111 113,23,0,0,18,1,13,41,var_0 counter_var_1 +,0,counter_var_0 var_1 +
4745,114 17 77 69 113,24,114 78 35 37 113,17,20,7,6,8,12,23,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4746,114 74 96 7 113,23,114 16 11 6 113,16,16,7,6,4,11,22,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4747,114 37 11 6 113,14,114 77 7 22 113,8,19,6,22,11,7,30,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4748,114 62 91 106 113,17,114 86 67 80 113,4,28,13,18,22,21,22,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4749,114 71 109 65 113,16,114 0 99 92 113,13,0,3,30,17,7,43,var_0 counter_var_1 +,3,counter_var_0 var_1 +
4750,114 37 77 69 113,15,114 45 22 12 113,8,16,7,12,8,22,20,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4751,114 37 111 79 113,25,114 60 93 105 113,8,2,17,12,19,1,20,var_0 counter_var_1 +,19,counter_var_0 var_1 +
4752,114 26 30 99 113,32,114 38 26 25 113,26,9,6,25,7,3,51,var_0 counter_var_1 +,15,counter_var_0 var_1 +
4753,114 25 59 30 113,55,114 14 15 62 113,25,14,30,0,13,15,25,var_0 counter_var_1 +,44,counter_var_0 var_1 +
4754,114 19 6 64 113,21,114 51 103 61 113,19,22,2,30,6,11,49,var_0 counter_var_1 +,24,counter_var_0 var_1 +
4755,114 0 56 5 113,5,114 33 81 52 113,0,4,5,21,10,12,21,var_0 counter_var_1 +,9,counter_var_0 var_1 +
4756,114 25 111 79 113,42,114 102 2 84 113,25,15,17,22,19,2,47,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4757,114 40 1 0 113,11,114 20 53 68 113,11,20,0,6,1,7,17,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4758,114 14 78 107 113,28,114 27 14 33 113,14,27,14,2,9,14,16,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4759,114 44 81 52 113,36,114 38 62 43 113,15,9,21,12,12,16,27,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4760,114 107 105 111 113,38,114 107 6 64 113,20,20,18,2,13,6,22,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4761,114 57 0 38 113,35,114 108 24 35 113,28,21,7,4,0,1,32,var_0 counter_var_1 +,28,counter_var_0 var_1 +
4762,114 73 8 57 113,41,114 63 96 7 113,15,5,26,7,8,4,22,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4763,114 93 53 68 113,12,114 85 72 81 113,6,27,6,19,7,3,25,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4764,114 57 21 49 113,46,114 27 37 110 113,28,27,18,17,21,14,45,var_0 counter_var_1 +,45,counter_var_0 var_1 +
4765,114 101 60 63 113,15,114 16 5 24 113,14,16,1,24,14,5,38,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4766,114 65 33 14 113,21,114 56 24 35 113,7,27,14,4,10,1,11,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4767,114 14 17 112 113,33,114 38 87 60 113,14,9,19,29,17,18,43,var_0 counter_var_1 +,28,counter_var_0 var_1 +
4768,114 95 33 14 113,22,114 96 5 24 113,8,9,14,24,10,5,32,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4769,114 18 7 22 113,40,114 2 95 109 113,18,2,22,16,7,3,34,var_0 counter_var_1 +,24,counter_var_0 var_1 +
4770,114 58 80 48 113,17,114 86 63 26 113,0,28,17,26,11,17,26,var_0 counter_var_1 +,45,counter_var_0 var_1 +
4771,114 54 95 109 113,41,114 6 109 65 113,25,6,16,3,3,17,28,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4772,114 82 79 58 113,51,114 37 100 75 113,24,8,27,13,10,8,37,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4773,114 69 0 38 113,18,114 18 35 37 113,11,18,7,6,0,12,17,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4774,114 25 0 38 113,32,114 106 54 53 113,25,19,7,22,0,8,47,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4775,114 44 32 1 113,16,114 45 2 84 113,15,16,1,22,9,2,37,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4776,114 55 17 112 113,45,114 11 39 36 113,26,11,19,5,17,16,31,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4777,114 84 50 27 113,53,114 45 51 42 113,26,16,27,11,4,5,37,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4778,114 75 9 70 113,25,114 13 112 13 113,17,13,8,13,9,20,30,var_0 counter_var_1 +,21,counter_var_0 var_1 +
4779,114 107 24 35 113,24,114 21 35 37 113,20,21,4,6,1,12,26,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4780,114 57 40 76 113,42,114 109 10 11 113,28,22,14,11,17,10,39,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4781,114 81 63 26 113,49,114 34 18 72 113,23,5,26,10,17,18,33,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4782,114 16 32 1 113,17,114 86 59 30 113,16,28,1,30,9,13,46,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4783,114 1 70 77 113,16,114 59 33 14 113,1,1,15,14,1,10,15,var_0 counter_var_1 +,16,counter_var_0 var_1 +
4784,114 34 59 30 113,35,114 63 23 98 113,5,5,30,5,13,0,10,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4785,114 57 81 52 113,49,114 67 70 77 113,28,9,21,15,12,1,43,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4786,114 17 20 50 113,36,114 35 102 45 113,17,6,19,14,20,10,31,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4787,114 30 63 26 113,27,114 66 109 65 113,1,8,26,3,17,17,4,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4788,114 90 110 108 113,18,114 95 48 95 113,3,8,15,2,18,2,5,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4789,114 83 28 55 113,49,114 63 5 24 113,25,5,24,24,5,5,49,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4790,114 30 105 111 113,19,114 5 88 16 113,1,5,18,16,13,19,17,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4791,114 44 39 36 113,20,114 76 52 9 113,15,18,5,9,16,6,24,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4792,114 27 47 93 113,27,114 20 30 99 113,27,20,0,6,1,7,33,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4793,114 16 16 21 113,37,114 4 81 52 113,16,4,21,21,16,12,37,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4794,114 84 93 105 113,38,114 15 24 35 113,26,15,12,4,1,1,30,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4795,114 101 80 48 113,31,114 89 100 75 113,14,2,17,13,11,8,27,var_0 counter_var_1 +,19,counter_var_0 var_1 +
4796,114 49 108 85 113,43,114 20 60 63 113,20,20,23,1,16,14,21,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4797,114 78 54 53 113,42,114 13 90 102 113,20,13,22,9,8,21,29,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4798,114 100 49 32 113,14,114 57 24 35 113,13,28,1,4,3,1,17,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4799,114 23 105 111 113,41,114 97 78 107 113,23,10,18,14,13,9,37,var_0 counter_var_1 +,28,counter_var_0 var_1 +
4800,114 2 90 102 113,11,114 49 72 81 113,2,20,9,19,21,3,21,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4801,114 70 74 91 113,41,114 65 99 92 113,12,7,29,30,5,7,42,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4802,114 92 27 101 113,13,114 41 78 107 113,5,12,8,14,4,9,19,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4803,114 38 22 12 113,21,114 24 26 25 113,9,24,12,25,22,3,34,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4804,114 71 33 14 113,27,114 20 4 78 113,13,20,14,16,10,4,29,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4805,114 88 58 2 113,3,114 5 64 66 113,1,5,2,4,12,18,5,var_0 counter_var_1 +,7,counter_var_0 var_1 +
4806,114 17 5 24 113,41,114 100 52 9 113,17,13,24,9,5,6,26,var_0 counter_var_1 +,37,counter_var_0 var_1 +
4807,114 100 67 80 113,31,114 19 14 33 113,13,19,18,2,21,14,15,var_0 counter_var_1 +,37,counter_var_0 var_1 +
4808,114 98 15 62 113,11,114 64 40 76 113,11,6,0,14,15,17,25,var_0 counter_var_1 +,6,counter_var_0 var_1 +
4809,114 69 8 57 113,37,114 12 15 62 113,11,12,26,0,8,15,11,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4810,114 18 88 16 113,34,114 85 5 24 113,18,27,16,24,19,5,42,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4811,114 29 48 95 113,2,114 36 91 106 113,0,7,2,13,2,22,13,var_0 counter_var_1 +,9,counter_var_0 var_1 +
4812,114 91 37 110 113,21,114 99 60 63 113,4,12,17,1,14,14,5,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4813,114 58 8 57 113,26,114 56 20 50 113,0,27,26,19,8,20,19,var_0 counter_var_1 +,53,counter_var_0 var_1 +
4814,114 94 43 40 113,16,114 97 36 19 113,7,10,9,19,20,13,26,var_0 counter_var_1 +,19,counter_var_0 var_1 +
4815,114 4 111 79 113,21,114 73 86 94 113,4,15,17,1,19,17,5,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4816,114 39 38 59 113,38,114 100 10 11 113,10,13,28,11,15,10,21,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4817,114 23 27 101 113,31,114 56 60 63 113,23,27,8,1,4,14,24,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4818,114 33 101 39 113,12,114 82 40 76 113,4,24,8,14,9,17,18,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4819,114 55 37 110 113,43,114 22 88 16 113,26,22,17,16,14,19,42,var_0 counter_var_1 +,39,counter_var_0 var_1 +
4820,114 1 5 24 113,25,114 22 19 15 113,1,22,24,15,5,19,16,var_0 counter_var_1 +,46,counter_var_0 var_1 +
4821,114 59 43 40 113,10,114 76 9 70 113,1,18,9,8,20,9,9,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4822,114 107 98 74 113,32,114 9 68 71 113,20,9,12,9,6,22,29,var_0 counter_var_1 +,21,counter_var_0 var_1 +
4823,114 104 68 71 113,26,114 57 71 100 113,17,28,9,7,22,2,24,var_0 counter_var_1 +,37,counter_var_0 var_1 +
4824,114 85 17 112 113,46,114 93 35 37 113,27,6,19,6,17,12,33,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4825,114 36 6 64 113,9,114 91 60 63 113,7,4,2,1,6,14,8,var_0 counter_var_1 +,6,counter_var_0 var_1 +
4826,114 16 11 6 113,22,114 76 12 83 113,16,18,6,21,11,12,37,var_0 counter_var_1 +,24,counter_var_0 var_1 +
4827,114 101 85 31 113,14,114 57 37 110 113,14,28,0,17,16,14,31,var_0 counter_var_1 +,28,counter_var_0 var_1 +
4828,114 80 100 75 113,35,114 4 105 111 113,22,4,13,18,8,13,40,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4829,114 38 53 68 113,15,114 25 69 104 113,9,25,6,11,7,0,20,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4830,114 32 23 98 113,8,114 3 40 76 113,3,3,5,14,0,17,17,var_0 counter_var_1 +,8,counter_var_0 var_1 +
4831,114 44 13 18 113,33,114 53 30 99 113,15,24,18,6,13,7,21,var_0 counter_var_1 +,42,counter_var_0 var_1 +
4832,114 43 30 99 113,20,114 55 67 80 113,14,26,6,18,7,21,32,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4833,114 10 35 37 113,16,114 94 109 65 113,10,7,6,3,12,17,13,var_0 counter_var_1 +,13,counter_var_0 var_1 +
4834,114 45 5 24 113,40,114 67 76 54 113,16,9,24,23,5,7,39,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4835,114 33 41 34 113,7,114 23 21 49 113,4,23,3,18,18,21,22,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4836,114 76 90 102 113,27,114 88 93 105 113,18,1,9,12,21,1,30,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4837,114 70 1 0 113,12,114 75 13 18 113,12,17,0,18,1,13,30,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4838,114 80 94 96 113,25,114 2 74 91 113,22,2,3,29,2,5,51,var_0 counter_var_1 +,5,counter_var_0 var_1 +
4839,114 94 28 55 113,31,114 26 34 47 113,7,26,24,16,5,11,23,var_0 counter_var_1 +,50,counter_var_0 var_1 +
4840,114 53 20 50 113,43,114 46 98 74 113,24,17,19,12,20,6,36,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4841,114 78 30 99 113,26,114 21 87 60 113,20,21,6,29,7,18,49,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4842,114 42 46 87 113,38,114 11 105 111 113,13,11,25,18,0,13,31,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4843,114 98 67 80 113,29,114 14 1 0 113,11,14,18,0,21,1,11,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4844,114 95 17 112 113,27,114 17 104 4 113,8,17,19,4,17,12,12,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4845,114 101 6 64 113,16,114 70 50 27 113,14,12,2,27,6,4,41,var_0 counter_var_1 +,14,counter_var_0 var_1 +
4846,114 106 40 76 113,33,114 78 68 71 113,19,20,14,9,17,22,28,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4847,114 18 53 68 113,24,114 15 89 29 113,18,15,6,29,7,20,47,var_0 counter_var_1 +,21,counter_var_0 var_1 +
4848,114 48 99 92 113,49,114 34 109 65 113,19,5,30,3,7,17,22,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4849,114 110 47 93 113,23,114 23 69 104 113,23,23,0,11,1,0,34,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4850,114 10 30 99 113,16,114 27 93 105 113,10,27,6,12,7,1,22,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4851,114 75 80 48 113,34,114 101 82 90 113,17,14,17,28,11,13,45,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4852,114 74 20 50 113,35,114 93 56 5 113,16,6,19,5,20,10,21,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4853,114 37 106 56 113,33,114 84 7 22 113,8,26,25,22,14,7,30,var_0 counter_var_1 +,51,counter_var_0 var_1 +
4854,114 23 63 26 113,49,114 104 111 79 113,23,17,26,17,17,19,40,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4855,114 33 19 15 113,19,114 104 85 31 113,4,17,15,0,19,16,4,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4856,114 48 50 27 113,46,114 48 23 98 113,19,19,27,5,4,0,24,var_0 counter_var_1 +,46,counter_var_0 var_1 +
4857,114 110 63 26 113,49,114 93 88 16 113,23,6,26,16,17,19,39,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4858,114 80 6 64 113,24,114 25 58 2 113,22,25,2,2,6,12,24,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4859,114 54 8 57 113,51,114 38 67 80 113,25,9,26,18,8,21,43,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4860,114 28 82 90 113,56,114 86 103 61 113,28,28,28,30,13,11,58,var_0 counter_var_1 +,56,counter_var_0 var_1 +
4861,114 34 112 13 113,18,114 1 57 97 113,5,1,13,4,20,11,9,var_0 counter_var_1 +,14,counter_var_0 var_1 +
4862,114 4 61 89 113,31,114 72 15 62 113,4,14,27,0,15,15,4,var_0 counter_var_1 +,41,counter_var_0 var_1 +
4863,114 4 112 13 113,17,114 12 0 38 113,4,12,13,7,20,0,11,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4864,114 49 36 19 113,39,114 95 66 88 113,20,8,19,26,13,20,46,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4865,114 18 75 8 113,26,114 82 99 92 113,18,24,8,30,6,7,48,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4866,114 39 67 80 113,28,114 5 34 47 113,10,5,18,16,21,11,26,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4867,114 21 46 87 113,46,114 50 34 47 113,21,21,25,16,0,11,37,var_0 counter_var_1 +,46,counter_var_0 var_1 +
4868,114 26 107 28 113,54,114 48 47 93 113,26,19,28,0,15,1,26,var_0 counter_var_1 +,47,counter_var_0 var_1 +
4869,114 42 72 81 113,32,114 17 5 24 113,13,17,19,24,3,5,37,var_0 counter_var_1 +,36,counter_var_0 var_1 +
4870,114 80 43 40 113,31,114 94 99 92 113,22,7,9,30,20,7,52,var_0 counter_var_1 +,16,counter_var_0 var_1 +
4871,114 38 47 93 113,9,114 52 98 74 113,9,23,0,12,1,6,21,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4872,114 93 12 83 113,27,114 109 18 72 113,6,22,21,10,12,18,16,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4873,114 91 16 21 113,25,114 106 21 49 113,4,19,21,18,16,21,22,var_0 counter_var_1 +,40,counter_var_0 var_1 +
4874,114 40 42 46 113,26,114 95 3 86 113,11,8,15,24,19,3,35,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4875,114 101 77 69 113,21,114 4 109 65 113,14,4,7,3,8,17,17,var_0 counter_var_1 +,11,counter_var_0 var_1 +
4876,114 16 42 46 113,31,114 66 20 50 113,16,8,15,19,19,20,35,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4877,114 94 109 65 113,10,114 73 105 111 113,7,15,3,18,17,13,25,var_0 counter_var_1 +,18,counter_var_0 var_1 +
4878,114 34 11 6 113,11,114 86 110 108 113,5,28,6,15,11,18,20,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4879,114 58 50 27 113,27,114 74 76 54 113,0,16,27,23,4,7,23,var_0 counter_var_1 +,43,counter_var_0 var_1 +
4880,114 44 109 65 113,18,114 91 6 64 113,15,4,3,2,17,6,17,var_0 counter_var_1 +,7,counter_var_0 var_1 +
4881,114 25 83 3 113,28,114 108 98 74 113,25,21,3,12,14,6,37,var_0 counter_var_1 +,24,counter_var_0 var_1 +
4882,114 16 1 0 113,16,114 81 23 98 113,16,23,0,5,1,0,21,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4883,114 53 15 62 113,24,114 22 24 35 113,24,22,0,4,15,1,28,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4884,114 85 43 40 113,36,114 103 73 73 113,27,16,9,11,20,4,38,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4885,114 82 49 32 113,25,114 70 39 36 113,24,12,1,5,3,16,29,var_0 counter_var_1 +,13,counter_var_0 var_1 +
4886,114 49 89 29 113,49,114 96 18 72 113,20,9,29,10,20,18,30,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4887,114 4 103 61 113,34,114 81 14 33 113,4,23,30,2,11,14,6,var_0 counter_var_1 +,53,counter_var_0 var_1 +
4888,114 14 102 45 113,28,114 108 70 77 113,14,21,14,15,10,1,29,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4889,114 60 77 69 113,9,114 32 109 65 113,2,3,7,3,8,17,5,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4890,114 43 23 98 113,19,114 47 25 20 113,14,18,5,20,0,2,34,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4891,114 20 81 52 113,41,114 101 73 73 113,20,14,21,11,12,4,31,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4892,114 55 70 77 113,41,114 40 95 109 113,26,11,15,16,1,3,42,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4893,114 71 27 101 113,21,114 68 36 19 113,13,10,8,19,4,13,32,var_0 counter_var_1 +,18,counter_var_0 var_1 +
4894,114 28 17 112 113,47,114 4 49 32 113,28,4,19,1,17,3,29,var_0 counter_var_1 +,23,counter_var_0 var_1 +
4895,114 15 53 68 113,21,114 0 50 27 113,15,0,6,27,7,4,42,var_0 counter_var_1 +,6,counter_var_0 var_1 +
4896,114 42 104 4 113,17,114 0 69 104 113,13,0,4,11,12,0,24,var_0 counter_var_1 +,4,counter_var_0 var_1 +
4897,114 83 0 38 113,32,114 81 44 41 113,25,23,7,10,0,21,35,var_0 counter_var_1 +,30,counter_var_0 var_1 +
4898,114 104 6 64 113,19,114 80 95 109 113,17,22,2,16,6,3,33,var_0 counter_var_1 +,24,counter_var_0 var_1 +
4899,114 95 70 77 113,23,114 78 3 86 113,8,20,15,24,1,3,32,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4900,114 23 40 76 113,37,114 77 71 100 113,23,19,14,7,17,2,30,var_0 counter_var_1 +,33,counter_var_0 var_1 +
