sentence,labels,object labels
the officers across from the parent,1,0
the books from the dancer,1,0
the pictures from the dancer,1,0
the officers in front of the minister,1,0
the customers near the assistant,1,0
the customers to the side of the architect,1,0
the customers across from the executive,1,0
the senators behind the taxi driver,1,0
the paintings by the chef,1,0
the pilots to the side of the chef,1,0
the customers next to the minister,1,0
the senators to the side of the taxi driver,1,0
the pilots in front of the architect,1,0
the authors behind the taxi driver,1,0
the consultants behind the minister,1,0
the managers behind the parent,1,0
the pilots across from the dancer,1,0
the consultants to the side of the guard,1,0
the managers near the minister,1,0
the farmers next to the architect,1,0
the pilots across from the guard,1,0
the teachers across from the skater,1,0
the songs by the guard,1,0
the managers in front of the minister,1,0
the officers next to the parent,1,0
the officers behind the chef,1,0
the novels by the taxi driver,1,0
the pilots behind the dancer,1,0
the surgeons in front of the taxi driver,1,0
the surgeons near the dancer,1,0
the authors to the side of the dancer,1,0
the pilots in front of the taxi driver,1,0
the surgeons to the side of the skater,1,0
the teachers to the side of the dancer,1,0
the senators behind the assistant,1,0
the consultants near the minister,1,0
the authors in front of the guard,1,0
the games from the executive,1,0
the consultants next to the assistant,1,0
the teachers near the executive,1,0
the consultants across from the minister,1,0
the novels by the executive,1,0
the senators behind the architect,1,0
the novels from the assistant,1,0
the pilots across from the executive,1,0
the senators next to the architect,1,0
the customers behind the architect,1,0
the authors behind the skater,1,0
the books by the minister,1,0
the teachers to the side of the executive,1,0
the songs from the chef,1,0
the farmers behind the guard,1,0
the senators near the guard,1,0
the authors next to the architect,1,0
the farmers to the side of the assistant,1,0
the games by the executive,1,0
the farmers near the parent,1,0
the consultants in front of the architect,1,0
the authors to the side of the taxi driver,1,0
the authors near the assistant,1,0
the officers next to the guard,1,0
the books from the architect,1,0
the consultants next to the guard,1,0
the movies from the skater,1,0
the officers next to the dancer,1,0
the managers across from the minister,1,0
the farmers in front of the parent,1,0
the paintings from the assistant,1,0
the customers near the taxi driver,1,0
the senators behind the skater,1,0
the consultants across from the chef,1,0
the senators next to the chef,1,0
the authors next to the skater,1,0
the customers next to the architect,1,0
the pilots near the parent,1,0
the customers to the side of the assistant,1,0
the authors to the side of the architect,1,0
the teachers to the side of the minister,1,0
the consultants near the skater,1,0
the games from the architect,1,0
the pilots behind the parent,1,0
the shows by the assistant,1,0
the books from the minister,1,0
the shows by the parent,1,0
the farmers near the chef,1,0
the pictures from the taxi driver,1,0
the songs from the dancer,1,0
the paintings from the chef,1,0
the authors in front of the parent,1,0
the novels from the chef,1,0
the authors in front of the taxi driver,1,0
the surgeons behind the guard,1,0
the pictures from the skater,1,0
the customers near the chef,1,0
the poems from the architect,1,0
the managers in front of the parent,1,0
the farmers behind the minister,1,0
the customers near the architect,1,0
the surgeons near the assistant,1,0
the consultants to the side of the assistant,1,0
the teachers in front of the parent,1,0
the pilots behind the minister,1,0
the managers behind the executive,1,0
the songs by the minister,1,0
the paintings by the minister,1,0
the movies from the assistant,1,0
the customers in front of the skater,1,0
the customers behind the parent,1,0
the customers across from the parent,1,0
the shows by the architect,1,0
the games by the chef,1,0
the authors across from the minister,1,0
the games by the dancer,1,0
the poems from the dancer,1,0
the officers next to the minister,1,0
the customers across from the guard,1,0
the surgeons across from the executive,1,0
the authors across from the skater,1,0
the surgeons near the parent,1,0
the managers in front of the architect,1,0
the shows from the dancer,1,0
the senators next to the parent,1,0
the customers in front of the executive,1,0
the farmers next to the skater,1,0
the shows from the assistant,1,0
the senators in front of the taxi driver,1,0
the authors behind the assistant,1,0
the officers near the dancer,1,0
the consultants next to the parent,1,0
the novels by the architect,1,0
the senators near the architect,1,0
the authors near the guard,1,0
the senators in front of the architect,1,0
the officers across from the chef,1,0
the consultants behind the chef,1,0
the customers near the dancer,1,0
the games by the assistant,1,0
the movies by the chef,1,0
the officers near the assistant,1,0
the teachers next to the minister,1,0
the consultants behind the parent,1,0
the managers across from the parent,1,0
the farmers next to the taxi driver,1,0
the pilots next to the executive,1,0
the pilots in front of the dancer,1,0
the customers in front of the dancer,1,0
the officers near the executive,1,0
the customers to the side of the parent,1,0
the movies by the minister,1,0
the movies from the chef,1,0
the customers behind the dancer,1,0
the pilots to the side of the taxi driver,1,0
the senators next to the guard,1,0
the senators across from the parent,1,0
the managers behind the minister,1,0
the authors across from the chef,1,0
the pilots in front of the executive,1,0
the pilots behind the chef,1,0
the movies by the taxi driver,1,0
the teachers behind the guard,1,0
the officers in front of the architect,1,0
the managers to the side of the dancer,1,0
the paintings by the architect,1,0
the managers next to the chef,1,0
the teachers behind the architect,1,0
the surgeons across from the guard,1,0
the farmers to the side of the taxi driver,1,0
the pilots across from the parent,1,0
the shows from the taxi driver,1,0
the surgeons across from the minister,1,0
the customers next to the chef,1,0
the poems from the assistant,1,0
the managers to the side of the guard,1,0
the farmers near the skater,1,0
the consultants behind the taxi driver,1,0
the paintings from the parent,1,0
the books from the parent,1,0
the authors behind the executive,1,0
the senators across from the minister,1,0
the pilots near the skater,1,0
the pilots across from the assistant,1,0
the consultants in front of the taxi driver,1,0
the senators across from the assistant,1,0
the novels by the guard,1,0
the games from the parent,1,0
the farmers next to the chef,1,0
the books from the executive,1,0
the managers in front of the dancer,1,0
the officers to the side of the architect,1,0
the senators to the side of the executive,1,0
the customers in front of the assistant,1,0
the senators near the skater,1,0
the surgeons in front of the dancer,1,0
the songs from the assistant,1,0
the surgeons to the side of the guard,1,0
the officers behind the guard,1,0
the songs from the architect,1,0
the managers across from the taxi driver,1,0
the managers behind the guard,1,0
the consultants across from the taxi driver,1,0
the teachers near the guard,1,0
the teachers next to the skater,1,0
the teachers next to the assistant,1,0
the farmers across from the assistant,1,0
the farmers behind the architect,1,0
the managers to the side of the executive,1,0
the movies by the executive,1,0
the shows from the skater,1,0
the officers across from the skater,1,0
the senators to the side of the assistant,1,0
the shows from the minister,1,0
the farmers to the side of the architect,1,0
the pilots to the side of the parent,1,0
the pilots across from the skater,1,0
the surgeons near the executive,1,0
the senators in front of the executive,1,0
the pilots to the side of the dancer,1,0
the customers to the side of the executive,1,0
the managers to the side of the parent,1,0
the customers behind the chef,1,0
the consultants near the guard,1,0
the managers to the side of the taxi driver,1,0
the consultants behind the assistant,1,0
the officers behind the taxi driver,1,0
the teachers next to the parent,1,0
the paintings from the minister,1,0
the farmers to the side of the dancer,1,0
the teachers in front of the skater,1,0
the paintings by the parent,1,0
the songs by the assistant,1,0
the surgeons near the guard,1,0
the surgeons near the chef,1,0
the officers to the side of the executive,1,0
the authors behind the chef,1,0
the customers next to the executive,1,0
the authors across from the parent,1,0
the managers to the side of the chef,1,0
the surgeons next to the guard,1,0
the managers near the parent,1,0
the teachers to the side of the architect,1,0
the managers in front of the assistant,1,0
the songs by the executive,1,0
the farmers in front of the minister,1,0
the novels from the guard,1,0
the teachers near the architect,1,0
the authors near the skater,1,0
the teachers near the taxi driver,1,0
the authors near the taxi driver,1,0
the teachers across from the minister,1,0
the officers to the side of the assistant,1,0
the surgeons next to the dancer,1,0
the officers in front of the assistant,1,0
the farmers to the side of the executive,1,0
the pilots next to the parent,1,0
the authors across from the architect,1,0
the teachers across from the executive,1,0
the games by the guard,1,0
the games by the minister,1,0
the customers behind the minister,1,0
the officers behind the architect,1,0
the teachers behind the dancer,1,0
the movies by the architect,1,0
the games from the chef,1,0
the paintings by the skater,1,0
the pilots in front of the parent,1,0
the senators behind the parent,1,0
the managers near the architect,1,0
the authors in front of the executive,1,0
the poems by the dancer,1,0
the paintings from the dancer,1,0
the pictures from the architect,1,0
the surgeons to the side of the chef,1,0
the authors to the side of the executive,1,0
the songs from the minister,1,0
the managers next to the executive,1,0
the officers next to the skater,1,0
the consultants next to the executive,1,0
the farmers in front of the executive,1,0
the games by the taxi driver,1,0
the farmers across from the taxi driver,1,0
the officers behind the skater,1,0
the surgeons across from the skater,1,0
the managers near the taxi driver,1,0
the authors next to the taxi driver,1,0
the surgeons across from the parent,1,0
the teachers in front of the assistant,1,0
the senators to the side of the dancer,1,0
the farmers near the executive,1,0
the shows by the skater,1,0
the farmers in front of the architect,1,0
the consultants to the side of the skater,1,0
the senators in front of the minister,1,0
the farmers across from the executive,1,0
the officers next to the chef,1,0
the senators near the parent,1,0
the officers near the architect,1,0
the senators to the side of the guard,1,0
the managers across from the chef,1,0
the customers near the skater,1,0
the senators across from the guard,1,0
the novels by the minister,1,0
the senators across from the skater,1,0
the paintings by the dancer,1,0
the surgeons behind the dancer,1,0
the consultants across from the dancer,1,0
the farmers next to the dancer,1,0
the managers across from the guard,1,0
the surgeons in front of the minister,1,0
the pilots next to the guard,1,0
the managers next to the assistant,1,0
the farmers near the dancer,1,0
the books by the chef,1,0
the senators next to the skater,1,0
the paintings from the executive,1,0
the teachers in front of the executive,1,0
the shows from the architect,1,0
the pilots in front of the guard,1,0
the books from the skater,1,0
the consultants in front of the executive,1,0
the authors behind the dancer,1,0
the pilots across from the taxi driver,1,0
the surgeons behind the parent,1,0
the managers behind the skater,1,0
the customers to the side of the guard,1,0
the customers across from the assistant,1,0
the farmers to the side of the skater,1,0
the senators to the side of the skater,1,0
the poems from the executive,1,0
the songs by the taxi driver,1,0
the officers behind the dancer,1,0
the managers across from the dancer,1,0
the shows by the taxi driver,1,0
the pilots near the taxi driver,1,0
the officers across from the executive,1,0
the teachers near the assistant,1,0
the customers to the side of the minister,1,0
the senators across from the dancer,1,0
the surgeons in front of the chef,1,0
the farmers in front of the taxi driver,1,0
the surgeons in front of the architect,1,0
the surgeons behind the skater,1,0
the managers in front of the guard,1,0
the farmers near the taxi driver,1,0
the teachers across from the chef,1,0
the authors next to the chef,1,0
the managers to the side of the skaters,1,1
the customers near the taxi drivers,1,1
the books by the parents,1,1
the shows by the executives,1,1
the shows from the dancers,1,1
the customers in front of the dancers,1,1
the managers near the ministers,1,1
the customers behind the architects,1,1
the officers to the side of the skaters,1,1
the managers behind the ministers,1,1
the officers in front of the assistants,1,1
the books by the assistants,1,1
the pilots across from the taxi drivers,1,1
the novels by the guards,1,1
the customers near the ministers,1,1
the customers behind the executives,1,1
the senators next to the ministers,1,1
the shows by the ministers,1,1
the consultants across from the assistants,1,1
the consultants in front of the chefs,1,1
the paintings from the architects,1,1
the novels from the dancers,1,1
the authors near the ministers,1,1
the surgeons to the side of the ministers,1,1
the songs from the skaters,1,1
the managers near the taxi drivers,1,1
the pilots near the assistants,1,1
the surgeons to the side of the guards,1,1
the managers in front of the skaters,1,1
the consultants behind the ministers,1,1
the surgeons behind the executives,1,1
the managers behind the dancers,1,1
the officers across from the guards,1,1
the pilots near the dancers,1,1
the managers next to the assistants,1,1
the surgeons to the side of the dancers,1,1
the officers in front of the skaters,1,1
the pilots behind the assistants,1,1
the authors near the skaters,1,1
the managers to the side of the architects,1,1
the paintings from the skaters,1,1
the senators near the assistants,1,1
the senators behind the guards,1,1
the consultants next to the executives,1,1
the customers in front of the architects,1,1
the poems from the guards,1,1
the managers near the guards,1,1
the authors across from the architects,1,1
the farmers across from the architects,1,1
the pilots near the architects,1,1
the managers across from the parents,1,1
the officers in front of the taxi drivers,1,1
the paintings by the guards,1,1
the teachers next to the chefs,1,1
the pictures by the ministers,1,1
the surgeons next to the parents,1,1
the farmers to the side of the architects,1,1
the teachers across from the assistants,1,1
the senators near the guards,1,1
the pilots across from the parents,1,1
the farmers across from the guards,1,1
the authors to the side of the chefs,1,1
the authors next to the dancers,1,1
the novels by the architects,1,1
the farmers in front of the chefs,1,1
the senators in front of the executives,1,1
the pilots behind the executives,1,1
the consultants behind the guards,1,1
the movies by the architects,1,1
the managers in front of the taxi drivers,1,1
the songs by the architects,1,1
the authors in front of the guards,1,1
the pictures from the chefs,1,1
the senators near the chefs,1,1
the managers behind the skaters,1,1
the songs by the assistants,1,1
the teachers behind the ministers,1,1
the consultants to the side of the architects,1,1
the songs by the chefs,1,1
the pilots in front of the dancers,1,1
the authors to the side of the taxi drivers,1,1
the customers near the parents,1,1
the novels from the architects,1,1
the authors across from the executives,1,1
the officers across from the skaters,1,1
the authors in front of the architects,1,1
the teachers next to the executives,1,1
the consultants near the parents,1,1
the authors to the side of the dancers,1,1
the movies from the dancers,1,1
the books from the chefs,1,1
the consultants across from the executives,1,1
the authors behind the guards,1,1
the officers next to the dancers,1,1
the pictures from the taxi drivers,1,1
the customers across from the guards,1,1
the pictures from the architects,1,1
the managers in front of the parents,1,1
the senators near the parents,1,1
the songs by the executives,1,1
the books from the executives,1,1
the customers across from the taxi drivers,1,1
the senators across from the taxi drivers,1,1
the senators across from the executives,1,1
the games by the chefs,1,1
the shows from the assistants,1,1
the shows by the assistants,1,1
the managers in front of the ministers,1,1
the pilots across from the chefs,1,1
the teachers behind the skaters,1,1
the pictures by the architects,1,1
the pictures by the skaters,1,1
the managers in front of the executives,1,1
the senators near the ministers,1,1
the authors near the parents,1,1
the managers in front of the dancers,1,1
the pilots to the side of the taxi drivers,1,1
the customers across from the executives,1,1
the consultants across from the architects,1,1
the novels from the executives,1,1
the customers next to the assistants,1,1
the surgeons near the ministers,1,1
the customers in front of the chefs,1,1
the teachers next to the ministers,1,1
the pictures by the chefs,1,1
the teachers next to the architects,1,1
the songs by the taxi drivers,1,1
the senators near the executives,1,1
the pictures by the guards,1,1
the authors across from the parents,1,1
the teachers in front of the skaters,1,1
the teachers behind the taxi drivers,1,1
the pictures from the assistants,1,1
the pilots to the side of the executives,1,1
the senators in front of the skaters,1,1
the pilots to the side of the skaters,1,1
the customers behind the ministers,1,1
the games from the dancers,1,1
the games from the taxi drivers,1,1
the shows by the architects,1,1
the authors next to the assistants,1,1
the senators next to the architects,1,1
the farmers to the side of the parents,1,1
the surgeons behind the assistants,1,1
the customers behind the assistants,1,1
the customers across from the dancers,1,1
the authors to the side of the architects,1,1
the customers to the side of the assistants,1,1
the surgeons behind the architects,1,1
the officers behind the chefs,1,1
the managers near the skaters,1,1
the movies by the guards,1,1
the games by the skaters,1,1
the games by the executives,1,1
the authors near the guards,1,1
the senators behind the skaters,1,1
the games by the guards,1,1
the authors in front of the parents,1,1
the customers in front of the executives,1,1
the managers across from the assistants,1,1
the songs by the guards,1,1
the farmers to the side of the ministers,1,1
the managers behind the chefs,1,1
the senators across from the parents,1,1
the authors in front of the chefs,1,1
the surgeons next to the assistants,1,1
the teachers across from the ministers,1,1
the games by the parents,1,1
the surgeons in front of the architects,1,1
the managers behind the architects,1,1
the surgeons across from the parents,1,1
the managers next to the parents,1,1
the customers in front of the parents,1,1
the surgeons to the side of the architects,1,1
the paintings from the ministers,1,1
the games by the dancers,1,1
the farmers near the executives,1,1
the pilots in front of the architects,1,1
the consultants to the side of the chefs,1,1
the movies from the assistants,1,1
the movies from the ministers,1,1
the farmers across from the ministers,1,1
the books from the parents,1,1
the pictures by the parents,1,1
the pictures by the dancers,1,1
the farmers to the side of the assistants,1,1
the managers to the side of the parents,1,1
the officers across from the taxi drivers,1,1
the teachers to the side of the assistants,1,1
the farmers next to the executives,1,1
the pilots behind the architects,1,1
the customers to the side of the architects,1,1
the authors next to the parents,1,1
the farmers to the side of the executives,1,1
the authors next to the ministers,1,1
the senators next to the taxi drivers,1,1
the customers across from the skaters,1,1
the managers next to the chefs,1,1
the movies from the chefs,1,1
the pilots to the side of the guards,1,1
the games by the taxi drivers,1,1
the officers behind the executives,1,1
the farmers across from the dancers,1,1
the pilots next to the dancers,1,1
the authors near the assistants,1,1
the pilots behind the chefs,1,1
the farmers next to the skaters,1,1
the senators across from the assistants,1,1
the games from the chefs,1,1
the pilots behind the dancers,1,1
the surgeons across from the skaters,1,1
the senators behind the parents,1,1
the songs by the parents,1,1
the pilots across from the ministers,1,1
the farmers next to the taxi drivers,1,1
the managers across from the skaters,1,1
the officers near the taxi drivers,1,1
the farmers near the skaters,1,1
the pictures from the executives,1,1
the officers next to the parents,1,1
the teachers next to the guards,1,1
the officers behind the skaters,1,1
the officers next to the architects,1,1
the paintings by the ministers,1,1
the surgeons next to the chefs,1,1
the teachers to the side of the chefs,1,1
the senators next to the assistants,1,1
the shows from the ministers,1,1
the authors to the side of the parents,1,1
the senators behind the architects,1,1
the customers to the side of the parents,1,1
the novels from the parents,1,1
the customers to the side of the skaters,1,1
the senators to the side of the executives,1,1
the consultants next to the ministers,1,1
the customers in front of the assistants,1,1
the novels by the dancers,1,1
the surgeons near the chefs,1,1
the customers across from the parents,1,1
the books from the ministers,1,1
the farmers behind the assistants,1,1
the teachers in front of the ministers,1,1
the consultants near the assistants,1,1
the consultants across from the skaters,1,1
the shows from the executives,1,1
the consultants near the skaters,1,1
the customers next to the executives,1,1
the farmers across from the executives,1,1
the pilots across from the architects,1,1
the farmers across from the parents,1,1
the customers across from the assistants,1,1
the farmers behind the executives,1,1
the poems by the ministers,1,1
the officers to the side of the guards,1,1
the poems from the dancers,1,1
the managers to the side of the dancers,1,1
the teachers next to the dancers,1,1
the shows from the parents,1,1
the authors across from the dancers,1,1
the farmers to the side of the guards,1,1
the teachers next to the taxi drivers,1,1
the authors next to the chefs,1,1
the authors next to the taxi drivers,1,1
the consultants near the chefs,1,1
the poems by the executives,1,1
the senators across from the ministers,1,1
the officers next to the guards,1,1
the consultants to the side of the guards,1,1
the farmers in front of the executives,1,1
the teachers next to the assistants,1,1
the novels by the executives,1,1
the pilots to the side of the ministers,1,1
the consultants in front of the skaters,1,1
the officers behind the dancers,1,1
the managers in front of the guards,1,1
the novels by the parents,1,1
the paintings by the executives,1,1
the managers behind the parents,1,1
the paintings from the taxi drivers,1,1
the farmers next to the architects,1,1
the customers to the side of the ministers,1,1
the shows by the parents,1,1
the officers behind the architects,1,1
the officers next to the chefs,1,1
the pilots to the side of the chefs,1,1
the surgeons next to the dancers,1,1
the consultants to the side of the assistants,1,1
the pilots in front of the taxi drivers,1,1
the novels from the ministers,1,1
the surgeons next to the guards,1,1
the farmers next to the assistants,1,1
the shows from the skaters,1,1
the farmers in front of the parents,1,1
the surgeons across from the chefs,1,1
the customers in front of the ministers,1,1
the customers across from the ministers,1,1
the authors next to the skaters,1,1
the teachers near the dancers,1,1
the managers across from the executives,1,1
the paintings from the chefs,1,1
the farmers next to the chefs,1,1
the officers to the side of the taxi drivers,1,1
the farmers to the side of the skaters,1,1
the pilots in front of the skaters,1,1
the consultants behind the dancers,1,1
the farmers next to the dancers,1,1
the teachers to the side of the taxi drivers,1,1
the pictures from the skaters,1,1
the novels by the assistants,1,1
the senators to the side of the dancers,1,1
the shows from the chefs,1,1
the senators in front of the ministers,1,1
the surgeons behind the skaters,1,1
the authors next to the architects,1,1
the authors behind the dancers,1,1
the surgeons next to the skaters,1,1
the managers near the chefs,1,1
the customers across from the chefs,1,1
the authors next to the executives,1,1
the teachers in front of the architects,1,1
the farmers behind the chefs,1,1
the managers next to the ministers,1,1
the senators next to the dancers,1,1
the movies by the chefs,1,1
the officers next to the ministers,1,1
the officers in front of the parents,1,1
the authors in front of the skaters,1,1
the surgeons in front of the ministers,1,1
the farmers near the parents,1,1
the managers near the dancers,1,1
the officers near the chefs,1,1
the songs by the ministers,1,1
the authors across from the ministers,1,1
the poems by the skaters,1,1
the farmers near the taxi drivers,1,1
the farmers in front of the assistants,1,1
the teachers to the side of the ministers,1,1
the farmers in front of the skaters,1,1
the authors across from the taxi drivers,1,1
the surgeons to the side of the executives,1,1
the officers in front of the executives,1,1
the senators across from the architects,1,1
the consultants near the executives,1,1
the books by the dancers,1,1
the games by the architects,1,1
the surgeons to the side of the skaters,1,1
the officers behind the ministers,1,1
the officers across from the assistants,1,1
the pilots across from the guards,1,1
the managers near the executives,1,1
the farmers behind the architects,1,1
the books from the skaters,1,1
the poems by the parents,1,1
the authors to the side of the ministers,1,1
the authors behind the parents,1,1
the songs by the dancers,1,1
the authors to the side of the guards,1,1
the authors to the side of the executives,1,1
the authors near the taxi drivers,1,1
the teachers near the guards,1,1
the authors near the chefs,1,1
the surgeons near the dancers,1,1
the officers behind the parents,1,1
the customers to the side of the dancers,1,1
the books from the architects,1,1
the novels from the guards,1,1
the games from the guards,1,1
the shows from the taxi drivers,1,1
the senators behind the executives,1,1
the teachers near the assistants,1,1
the teachers in front of the taxi drivers,1,1
the officers in front of the ministers,1,1
the books by the ministers,1,1
the managers near the assistants,1,1
the senators to the side of the taxi drivers,1,1
the books from the taxi drivers,1,1
the senators next to the guards,1,1
the pilots across from the skaters,1,1
the pilots across from the executives,1,1
the teachers in front of the dancers,1,1
the teachers in front of the assistants,1,1
the officers behind the taxi drivers,1,1
the paintings by the architects,1,1
the consultants near the ministers,1,1
the consultants across from the dancers,1,1
the shows by the chefs,1,1
the pictures by the executives,1,1
the poems by the assistants,1,1
the teachers across from the taxi drivers,1,1
the surgeons behind the chefs,1,1
the pictures by the assistants,1,1
the senators to the side of the assistants,1,1
the managers to the side of the guards,1,1
the games from the skaters,1,1
the officers in front of the architects,1,1
the farmers behind the parents,1,1
the books by the guards,1,1
the surgeons near the assistants,1,1
the pictures from the dancers,1,1
the surgeons across from the executives,1,1
the surgeons behind the dancers,1,1
the paintings from the executives,1,1
the pilots next to the architects,1,1
the officers next to the skaters,1,1
the books by the executives,1,1
the teachers behind the chefs,1,1
the farmers near the dancers,1,1
the pilots near the skaters,1,1
the managers in front of the chefs,1,1
the senators across from the chefs,1,1
the senators across from the skaters,1,1
the farmers behind the skaters,1,1
the books by the chefs,1,1
the surgeons across from the ministers,1,1
the novels from the assistants,1,1
the customers next to the architects,1,1
the authors across from the assistants,1,1
the surgeons in front of the parents,1,1
the consultants to the side of the ministers,1,1
the farmers near the ministers,1,1
the consultants in front of the dancers,1,1
the consultants in front of the guards,1,1
the customers next to the taxi drivers,1,1
the songs from the chefs,1,1
the senators behind the taxi drivers,1,1
the authors to the side of the skaters,1,1
the pilots next to the ministers,1,1
the songs from the parents,1,1
the surgeons in front of the assistants,1,1
the farmers behind the dancers,1,1
the poems by the guards,1,1
the managers behind the taxi drivers,1,1
the managers behind the guards,1,1
the pictures from the parents,1,1
the farmers behind the guards,1,1
the pilots to the side of the dancers,1,1
the movies from the skaters,1,1
the authors to the side of the assistants,1,1
the surgeons near the skaters,1,1
the senators to the side of the chefs,1,1
the officers to the side of the parents,1,1
the shows by the guards,1,1
the farmers in front of the architects,1,1
the consultants across from the ministers,1,1
the surgeons next to the taxi drivers,1,1
the pilots next to the chefs,1,1
the pilots next to the skaters,1,1
the surgeons to the side of the parents,1,1
the authors in front of the dancers,1,1
the customers next to the dancers,1,1
the farmers near the assistants,1,1
the customers in front of the taxi drivers,1,1
the customers behind the guards,1,1
the senators in front of the chefs,1,1
the poems from the taxi drivers,1,1
the teachers across from the architects,1,1
the songs from the ministers,1,1
the surgeons near the guards,1,1
the farmers next to the ministers,1,1
the movies by the skaters,1,1
the poems from the architects,1,1
the shows by the dancers,1,1
the consultants next to the guards,1,1
the authors next to the guards,1,1
the officers across from the executives,1,1
the officers across from the ministers,1,1
the books from the dancers,1,1
the poems from the assistants,1,1
the officers across from the chefs,1,1
the consultants near the guards,1,1
the consultants near the dancers,1,1
the pilots behind the taxi drivers,1,1
the customers near the assistants,1,1
the songs from the executives,1,1
the customers to the side of the executives,1,1
the authors near the dancers,1,1
the authors behind the taxi drivers,1,1
the surgeons across from the guards,1,1
the teachers across from the guards,1,1
the authors behind the chefs,1,1
the farmers near the architects,1,1
the farmers behind the ministers,1,1
the surgeons in front of the dancers,1,1
the senators to the side of the skaters,1,1
the consultants in front of the parents,1,1
the movies by the parents,1,1
the senators behind the chefs,1,1
the managers to the side of the executives,1,1
the consultants behind the parents,1,1
the managers across from the ministers,1,1
the novels by the ministers,1,1
the managers near the parents,1,1
the pilots in front of the ministers,1,1
the teachers to the side of the skaters,1,1
the senators behind the assistants,1,1
the pilots behind the parents,1,1
the pilots to the side of the parents,1,1
the farmers across from the assistants,1,1
the teachers near the architects,1,1
the novels by the skaters,1,1
the poems from the chefs,1,1
the authors near the architects,1,1
the movies from the guards,1,1
the managers next to the taxi drivers,1,1
the customers next to the ministers,1,1
the farmers next to the parents,1,1
the teachers near the skaters,1,1
the books by the skaters,1,1
the senators next to the chefs,1,1
the surgeons next to the executives,1,1
the songs from the taxi drivers,1,1
the surgeons behind the ministers,1,1
the officers behind the guards,1,1
the teachers across from the skaters,1,1
the poems from the ministers,1,1
the consultants behind the executives,1,1
the surgeons behind the guards,1,1
the senators to the side of the ministers,1,1
the teachers near the chefs,1,1
the games by the assistants,1,1
the pilots in front of the chefs,1,1
the consultants behind the taxi drivers,1,1
the consultants next to the dancers,1,1
the customers to the side of the taxi drivers,1,1
the poems by the architects,1,1
the poems by the chefs,1,1
the officers next to the taxi drivers,1,1
the teachers near the parents,1,1
the pilots near the chefs,1,1
the pilots near the ministers,1,1
the teachers near the ministers,1,1
the teachers near the taxi drivers,1,1
the customers near the executives,1,1
the farmers in front of the taxi drivers,1,1
the managers in front of the architects,1,1
the teachers across from the parents,1,1
the managers near the architects,1,1
the senators in front of the architects,1,1
the teachers behind the executives,1,1
the surgeons across from the architects,1,1
the officers to the side of the dancers,1,1
the novels from the skaters,1,1
the managers next to the architects,1,1
the teachers near the executives,1,1
the consultants across from the chefs,1,1
the managers next to the guards,1,1
the officers across from the architects,1,1
the customers near the guards,1,1
the authors behind the ministers,1,1
the teachers to the side of the parents,1,1
the surgeons across from the taxi drivers,1,1
the officers near the architects,1,1
the managers to the side of the ministers,1,1
the surgeons across from the assistants,1,1
the consultants next to the architects,1,1
the senators near the taxi drivers,1,1
the senators across from the dancers,1,1
the managers across from the dancers,1,1
the senators behind the ministers,1,1
the books from the guards,1,1
the shows from the architects,1,1
the managers across from the guards,1,1
the consultants in front of the architects,1,1
the shows by the taxi drivers,1,1
the books from the assistants,1,1
the songs from the assistants,1,1
the paintings by the skaters,1,1
the customers in front of the guards,1,1
the surgeons to the side of the assistants,1,1
the senators next to the skaters,1,1
the officers across from the dancers,1,1
the officers to the side of the chefs,1,1
the authors behind the architects,1,1
the pilots in front of the guards,1,1
the games by the ministers,1,1
the officers next to the assistants,1,1
the farmers near the chefs,1,1
the customers near the chefs,1,1
the customers in front of the skaters,1,1
the consultants to the side of the executives,1,1
the paintings by the parents,1,1
the customers behind the taxi drivers,1,1
the senators near the architects,1,1
the officers behind the assistants,1,1
the surgeons in front of the guards,1,1
the teachers in front of the parents,1,1
the pilots near the guards,1,1
the managers to the side of the taxi drivers,1,1
the teachers behind the assistants,1,1
the teachers in front of the guards,1,1
the managers across from the chefs,1,1
the consultants near the architects,1,1
the pilots near the taxi drivers,1,1
the authors across from the guards,1,1
the movies from the parents,1,1
the consultants next to the parents,1,1
the consultants behind the skaters,1,1
the surgeons to the side of the taxi drivers,1,1
the officers to the side of the ministers,1,1
the consultants to the side of the taxi drivers,1,1
the paintings from the guards,1,1
the teachers behind the parents,1,1
the games from the ministers,1,1
the officers in front of the chefs,1,1
the officers near the executives,1,1
the managers behind the assistants,1,1
the customers to the side of the guards,1,1
the authors in front of the assistants,1,1
the managers in front of the assistants,1,1
the teachers to the side of the dancers,1,1
the games from the architects,1,1
the farmers next to the guards,1,1
the movies by the taxi drivers,1,1
the consultants next to the taxi drivers,1,1
the pictures by the taxi drivers,1,1
the officers near the ministers,1,1
the managers next to the skaters,1,1
the books by the architects,1,1
the officers near the parents,1,1
the surgeons near the parents,1,1
the pilots in front of the parents,1,1
the senators near the dancers,1,1
the games from the executives,1,1
the officers next to the executives,1,1
the officers in front of the guards,1,1
the pictures from the ministers,1,1
the movies by the ministers,1,1
the pictures from the guards,1,1
the officers to the side of the architects,1,1
the customers behind the parents,1,1
the teachers across from the chefs,1,1
the customers to the side of the chefs,1,1
the teachers behind the dancers,1,1
the movies by the dancers,1,1
the teachers to the side of the guards,1,1
the paintings from the dancers,1,1
the pilots behind the skaters,1,1
the games from the parents,1,1
the surgeons next to the ministers,1,1
the authors behind the executives,1,1
