,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
3161,45 42 113,35,79 17 113,104,26,44,50,87,96,3,62,87,96,3,62,41,var_0 counter_var_1 +,70,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
3162,56 97 113,55,38 45 113,85,88,83,9,40,83,72,106,153,83,-41,-7,94,var_0 counter_var_1 +,58,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,100,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,100,counter_aux_2 aux_3 *
3163,95 110 113,89,17 102 113,98,63,104,105,92,6,98,28,205,119,-15,-85,90,var_0 counter_var_1 +,54,counter_var_0 var_1 +,90,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,90,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
3164,42 92 113,80,96 75 113,69,63,11,25,21,58,63,21,134,171,-50,21,94,var_0 counter_var_1 +,74,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
3165,110 8 113,58,29 64 113,9,50,49,85,5,93,102,78,118,93,102,-35,94,var_0 counter_var_1 +,99,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3166,15 52 113,7,20 104 113,112,61,8,32,67,11,76,29,67,124,-37,-84,31,var_0 counter_var_1 +,69,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
3167,70 3 113,32,49 55 113,41,28,104,26,73,104,67,107,73,104,67,-6,67,var_0 counter_var_1 +,19,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,75,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,75,counter_aux_2 aux_3 *
3168,85 87 113,108,79 35 113,106,26,2,18,59,1,111,44,172,114,-2,44,11,var_0 counter_var_1 +,28,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
3169,106 55 113,75,34 101 113,49,26,26,82,48,22,51,46,161,135,51,-67,18,var_0 counter_var_1 +,52,counter_var_0 var_1 +,61,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,61,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
3170,33 87 113,74,54 26 113,72,91,2,2,7,80,59,28,120,80,-54,28,74,var_0 counter_var_1 +,93,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
3171,19 7 113,86,20 2 113,22,61,64,109,26,22,12,18,26,22,12,18,18,var_0 counter_var_1 +,12,counter_var_0 var_1 +,16,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,16,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
3172,86 32 113,44,51 35 113,51,2,106,18,5,86,54,16,118,86,54,16,69,var_0 counter_var_1 +,108,counter_var_0 var_1 +,80,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,80,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
3173,69 74 113,76,89 93 113,15,11,61,52,30,69,108,109,143,182,-5,-4,67,var_0 counter_var_1 +,72,counter_var_0 var_1 +,106,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,106,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3174,35 80 113,23,5 47 113,95,25,41,51,2,52,68,71,115,52,-45,-42,33,var_0 counter_var_1 +,66,counter_var_0 var_1 +,29,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,29,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
3175,3 100 113,66,54 21 113,9,91,57,11,103,75,16,33,103,75,-97,33,20,var_0 counter_var_1 +,35,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,70,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,70,counter_aux_2 aux_3 *
3176,92 73 113,84,106 29 113,102,49,95,63,52,22,19,77,165,135,19,77,52,var_0 counter_var_1 +,31,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
3177,0 59 113,22,23 97 113,0,77,22,83,59,7,54,39,59,120,-59,-74,83,var_0 counter_var_1 +,99,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,39,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,39,counter_aux_2 aux_3 *
3178,45 110 113,95,96 93 113,104,63,104,52,42,76,48,3,155,189,-65,3,43,var_0 counter_var_1 +,54,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
3179,96 5 113,38,96 63 113,63,63,88,99,101,46,91,33,101,159,91,33,49,var_0 counter_var_1 +,38,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,5,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,5,counter_aux_2 aux_3 *
3180,92 94 113,80,8 34 113,102,64,91,87,73,42,111,87,186,42,-2,-26,76,var_0 counter_var_1 +,42,counter_var_0 var_1 +,23,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,23,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
3181,63 7 113,78,28 98 113,14,106,64,1,70,13,56,43,70,126,56,-70,15,var_0 counter_var_1 +,57,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
3182,42 5 113,44,62 39 113,69,2,88,61,47,101,37,23,47,101,37,23,17,var_0 counter_var_1 +,90,counter_var_0 var_1 +,64,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,64,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
3183,19 38 113,47,21 13 113,22,102,25,57,57,34,94,8,57,34,-19,8,79,var_0 counter_var_1 +,14,counter_var_0 var_1 +,4,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,4,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
3184,15 103 113,12,17 45 113,112,63,13,9,5,62,25,85,118,62,-88,-28,8,var_0 counter_var_1 +,76,counter_var_0 var_1 +,86,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,86,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
3185,49 34 113,2,7 21 113,28,49,87,11,83,28,15,99,83,28,15,-14,39,var_0 counter_var_1 +,23,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
3186,84 36 113,110,51 32 113,50,2,60,106,7,83,48,19,120,83,48,19,43,var_0 counter_var_1 +,62,counter_var_0 var_1 +,20,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,20,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
3187,99 25 113,23,34 111 113,83,26,53,109,11,32,74,36,124,145,74,-77,79,var_0 counter_var_1 +,79,counter_var_0 var_1 +,57,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,57,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
3188,35 61 113,103,31 111 113,95,57,8,109,96,29,87,33,96,142,-26,-80,91,var_0 counter_var_1 +,65,counter_var_0 var_1 +,4,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,4,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
3189,47 102 113,54,107 87 113,62,36,105,2,36,81,58,20,149,194,-55,20,64,var_0 counter_var_1 +,28,counter_var_0 var_1 +,42,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,42,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
3190,95 39 113,46,107 23 113,98,36,61,36,21,17,56,84,134,130,56,84,21,var_0 counter_var_1 +,97,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,48,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,48,counter_aux_2 aux_3 *
3191,58 32 113,80,30 48 113,87,109,106,69,90,78,26,95,90,78,26,-18,43,var_0 counter_var_1 +,102,counter_var_0 var_1 +,75,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,75,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3192,26 35 113,16,92 100 113,111,102,18,57,61,79,104,105,61,192,-9,-8,55,var_0 counter_var_1 +,7,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,80,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,80,counter_aux_2 aux_3 *
3193,28 83 113,110,23 111 113,106,77,4,109,111,21,58,25,111,134,-55,-88,102,var_0 counter_var_1 +,81,counter_var_0 var_1 +,63,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,63,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
3194,11 32 113,1,98 100 113,8,112,106,57,43,85,92,111,43,198,-21,-2,65,var_0 counter_var_1 +,105,counter_var_0 var_1 +,27,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,27,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
3195,77 88 113,106,18 16 113,53,98,53,83,52,34,102,2,165,34,-11,2,23,var_0 counter_var_1 +,38,counter_var_0 var_1 +,104,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,104,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
3196,66 46 113,93,68 36 113,62,104,31,60,112,104,20,32,112,104,20,32,9,var_0 counter_var_1 +,22,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,46,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,46,counter_aux_2 aux_3 *
3197,90 39 113,25,94 73 113,77,22,61,95,16,54,51,21,129,167,51,21,59,var_0 counter_var_1 +,83,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,42,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,42,counter_aux_2 aux_3 *
3198,103 58 113,13,52 35 113,100,105,26,18,48,87,45,17,161,87,45,17,5,var_0 counter_var_1 +,18,counter_var_0 var_1 +,25,aux_0 counter_aux_1 *,73,counter_aux_0 aux_1 *,25,aux_2 counter_aux_3 *,73,counter_aux_2 aux_3 *
3199,73 8 113,67,89 96 113,18,11,49,50,81,72,65,106,81,185,65,-7,68,var_0 counter_var_1 +,60,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,47,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,47,counter_aux_2 aux_3 *
3200,87 72 113,12,26 25 113,111,111,14,53,46,51,15,1,159,51,15,1,51,var_0 counter_var_1 +,12,counter_var_0 var_1 +,46,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,46,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
3201,87 7 113,62,66 29 113,111,62,64,63,94,95,80,37,94,95,80,37,61,var_0 counter_var_1 +,13,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
3202,52 27 113,54,21 100 113,105,102,62,57,79,8,25,34,79,121,25,-79,49,var_0 counter_var_1 +,51,counter_var_0 var_1 +,87,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,87,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
3203,7 92 113,60,21 89 113,49,102,11,102,99,110,28,45,99,110,-85,-68,38,var_0 counter_var_1 +,0,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
3204,77 94 113,31,53 23 113,53,97,91,36,58,76,96,30,171,76,-17,30,89,var_0 counter_var_1 +,75,counter_var_0 var_1 +,45,aux_0 counter_aux_1 *,64,counter_aux_0 aux_1 *,45,aux_2 counter_aux_3 *,64,counter_aux_2 aux_3 *
3205,0 67 113,31,84 65 113,0,50,31,69,67,36,46,19,67,149,-67,19,69,var_0 counter_var_1 +,81,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
3206,58 86 113,36,54 28 113,87,91,62,7,31,82,85,26,144,82,-28,26,94,var_0 counter_var_1 +,40,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,77,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,77,counter_aux_2 aux_3 *
3207,88 21 113,71,63 67 113,60,14,11,31,109,17,67,109,109,130,67,-4,91,var_0 counter_var_1 +,25,counter_var_0 var_1 +,16,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,16,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
3208,41 76 113,86,12 71 113,99,31,100,44,4,83,78,54,117,83,-35,-59,30,var_0 counter_var_1 +,18,counter_var_0 var_1 +,103,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,103,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
3209,44 26 113,17,58 107 113,15,87,2,77,70,52,18,64,70,165,18,-49,92,var_0 counter_var_1 +,89,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
3210,58 70 113,46,45 15 113,87,104,72,1,15,60,101,30,128,60,-12,30,88,var_0 counter_var_1 +,63,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
3211,79 16 113,109,74 96 113,26,52,83,50,95,57,63,91,95,170,63,-22,76,var_0 counter_var_1 +,22,counter_var_0 var_1 +,57,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,57,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
3212,10 87 113,102,68 7 113,100,104,2,64,97,75,36,61,97,75,-77,61,51,var_0 counter_var_1 +,106,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3213,45 74 113,52,23 106 113,104,77,61,64,6,16,84,30,119,129,-29,-83,55,var_0 counter_var_1 +,25,counter_var_0 var_1 +,67,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,67,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3214,57 81 113,78,27 78 113,85,51,106,18,25,105,89,62,138,105,-24,-51,103,var_0 counter_var_1 +,44,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
3215,48 1 113,43,29 18 113,44,50,112,15,49,47,47,11,49,47,47,11,59,var_0 counter_var_1 +,49,counter_var_0 var_1 +,87,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,87,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
3216,85 99 113,23,49 81 113,106,28,30,106,71,17,99,81,184,130,-14,-32,99,var_0 counter_var_1 +,58,counter_var_0 var_1 +,101,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,101,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3217,12 14 113,61,67 51 113,31,82,30,111,26,5,111,16,26,118,-2,16,29,var_0 counter_var_1 +,112,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,103,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,103,counter_aux_2 aux_3 *
3218,8 110 113,55,24 58 113,64,11,104,26,5,82,11,79,118,82,-102,-34,90,var_0 counter_var_1 +,2,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
3219,70 63 113,27,14 39 113,41,83,99,61,20,53,7,88,133,53,7,-25,102,var_0 counter_var_1 +,69,counter_var_0 var_1 +,65,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,65,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
3220,0 89 113,102,53 98 113,0,97,102,1,89,38,24,68,89,151,-89,-45,1,var_0 counter_var_1 +,86,counter_var_0 var_1 +,63,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,63,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
3221,2 76 113,104,47 5 113,4,62,100,88,78,52,39,42,78,52,-74,42,92,var_0 counter_var_1 +,49,counter_var_0 var_1 +,112,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,112,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3222,43 47 113,92,74 5 113,41,52,51,88,90,79,109,69,90,79,-4,69,16,var_0 counter_var_1 +,103,counter_var_0 var_1 +,108,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,108,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
3223,47 25 113,2,70 43 113,62,41,53,72,72,0,22,27,72,113,22,27,21,var_0 counter_var_1 +,94,counter_var_0 var_1 +,23,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,23,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
3224,72 58 113,12,39 7 113,99,52,26,64,17,46,14,32,130,46,14,32,50,var_0 counter_var_1 +,78,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
3225,86 101 113,20,43 69 113,51,41,82,98,74,112,98,87,187,112,-15,-26,36,var_0 counter_var_1 +,10,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
3226,6 103 113,49,31 82 113,36,57,13,56,109,0,16,62,109,113,-97,-51,92,var_0 counter_var_1 +,70,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
3227,13 103 113,69,27 9 113,56,51,13,32,3,36,23,18,116,36,-90,18,88,var_0 counter_var_1 +,64,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
3228,3 86 113,71,92 45 113,9,102,62,9,89,24,30,47,89,137,-83,47,18,var_0 counter_var_1 +,51,counter_var_0 var_1 +,2,aux_0 counter_aux_1 *,42,counter_aux_0 aux_1 *,2,aux_2 counter_aux_3 *,42,counter_aux_2 aux_3 *
3229,100 50 113,42,94 88 113,56,22,99,53,37,69,50,6,150,182,50,6,109,var_0 counter_var_1 +,8,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,60,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,60,counter_aux_2 aux_3 *
3230,70 76 113,28,86 107 113,41,51,100,77,33,80,107,92,146,193,-6,-21,5,var_0 counter_var_1 +,38,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,85,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,85,counter_aux_2 aux_3 *
3231,36 61 113,61,28 106 113,53,106,8,64,97,21,88,35,97,134,-25,-78,4,var_0 counter_var_1 +,1,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
3232,36 4 113,37,82 81 113,53,57,97,106,40,50,32,1,40,163,32,1,46,var_0 counter_var_1 +,41,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,18,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,18,counter_aux_2 aux_3 *
3233,61 14 113,22,37 66 113,105,13,30,51,75,103,47,84,75,103,47,-29,43,var_0 counter_var_1 +,43,counter_var_0 var_1 +,85,aux_0 counter_aux_1 *,95,counter_aux_0 aux_1 *,85,aux_2 counter_aux_3 *,95,counter_aux_2 aux_3 *
3234,85 78 113,11,91 82 113,106,32,18,56,50,60,7,9,163,173,7,9,49,var_0 counter_var_1 +,50,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
3235,89 48 113,80,98 13 113,11,112,69,57,24,111,41,85,137,111,41,85,68,var_0 counter_var_1 +,68,counter_var_0 var_1 +,6,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,6,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
3236,97 109 113,14,107 24 113,30,36,97,102,93,18,101,83,206,131,-12,83,19,var_0 counter_var_1 +,20,counter_var_0 var_1 +,35,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,35,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
3237,34 3 113,17,62 50 113,26,2,104,99,37,112,31,12,37,112,31,12,12,var_0 counter_var_1 +,106,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
3238,91 16 113,2,93 41 113,32,61,83,14,107,21,75,52,107,134,75,52,46,var_0 counter_var_1 +,31,counter_var_0 var_1 +,27,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,27,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
3239,78 91 113,63,81 61 113,95,7,81,8,56,29,100,20,169,142,-13,20,103,var_0 counter_var_1 +,88,counter_var_0 var_1 +,103,aux_0 counter_aux_1 *,75,counter_aux_0 aux_1 *,103,aux_2 counter_aux_3 *,75,counter_aux_2 aux_3 *
3240,88 106 113,11,47 34 113,60,62,64,87,81,81,95,13,194,81,-18,13,34,var_0 counter_var_1 +,13,counter_var_0 var_1 +,36,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,36,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
3241,46 104 113,1,31 32 113,82,57,32,106,37,63,55,112,150,63,-58,-1,75,var_0 counter_var_1 +,89,counter_var_0 var_1 +,76,aux_0 counter_aux_1 *,75,counter_aux_0 aux_1 *,76,aux_2 counter_aux_3 *,75,counter_aux_2 aux_3 *
3242,20 68 113,70,77 60 113,61,53,9,16,88,24,65,17,88,137,-48,17,77,var_0 counter_var_1 +,62,counter_var_0 var_1 +,27,aux_0 counter_aux_1 *,91,counter_aux_0 aux_1 *,27,aux_2 counter_aux_3 *,91,counter_aux_2 aux_3 *
3243,84 94 113,28,14 41 113,50,83,91,14,65,55,103,86,178,55,-10,-27,64,var_0 counter_var_1 +,61,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
3244,83 105 113,45,93 6 113,109,61,49,77,75,99,91,87,188,99,-22,87,73,var_0 counter_var_1 +,110,counter_var_0 var_1 +,84,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,84,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
3245,34 80 113,67,70 62 113,26,41,41,111,1,19,67,8,114,132,-46,8,24,var_0 counter_var_1 +,82,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,30,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,30,counter_aux_2 aux_3 *
3246,76 25 113,66,54 74 113,13,91,53,61,101,15,51,93,101,128,51,-20,74,var_0 counter_var_1 +,31,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
3247,90 76 113,64,85 87 113,77,106,100,2,53,59,14,111,166,172,14,-2,79,var_0 counter_var_1 +,93,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
3248,30 35 113,14,61 1 113,109,105,18,112,65,62,108,60,65,62,-5,60,108,var_0 counter_var_1 +,10,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
3249,62 59 113,24,12 55 113,2,31,22,26,8,67,3,70,121,67,3,-43,28,var_0 counter_var_1 +,53,counter_var_0 var_1 +,108,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,108,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
3250,104 29 113,31,74 63 113,81,52,63,99,20,24,75,11,133,137,75,11,67,var_0 counter_var_1 +,2,counter_var_0 var_1 +,107,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,107,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
3251,110 5 113,97,91 5 113,9,32,88,88,2,96,105,86,115,96,105,86,97,var_0 counter_var_1 +,7,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,23,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,23,counter_aux_2 aux_3 *
3252,12 40 113,13,29 82 113,31,50,95,56,52,111,85,60,52,111,-28,-53,87,var_0 counter_var_1 +,32,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,56,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,56,counter_aux_2 aux_3 *
3253,30 34 113,83,18 10 113,109,98,87,13,64,28,109,8,64,28,-4,8,9,var_0 counter_var_1 +,72,counter_var_0 var_1 +,60,aux_0 counter_aux_1 *,1,counter_aux_0 aux_1 *,60,aux_2 counter_aux_3 *,1,counter_aux_2 aux_3 *
3254,40 27 113,80,49 89 113,18,28,62,102,67,25,13,73,67,138,13,-40,7,var_0 counter_var_1 +,90,counter_var_0 var_1 +,32,aux_0 counter_aux_1 *,99,counter_aux_0 aux_1 *,32,aux_2 counter_aux_3 *,99,counter_aux_2 aux_3 *
3255,8 111 113,60,7 72 113,64,49,109,14,6,79,10,48,119,79,-103,-65,78,var_0 counter_var_1 +,45,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,112,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,112,counter_aux_2 aux_3 *
3256,85 103 113,6,21 17 113,106,102,13,50,75,38,95,4,188,38,-18,4,43,var_0 counter_var_1 +,2,counter_var_0 var_1 +,74,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,74,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3257,55 6 113,51,20 26 113,87,61,77,2,61,46,49,107,61,46,49,-6,89,var_0 counter_var_1 +,25,counter_var_0 var_1 +,86,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,86,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
3258,49 82 113,84,56 2 113,28,85,56,109,18,58,80,54,131,58,-33,54,24,var_0 counter_var_1 +,28,counter_var_0 var_1 +,68,aux_0 counter_aux_1 *,7,counter_aux_0 aux_1 *,68,aux_2 counter_aux_3 *,7,counter_aux_2 aux_3 *
