,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
2377,108 95 113,7,8 13 113,25,64,95,13,98,56,46,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
2378,14 100 113,70,9 17 113,83,81,100,17,56,63,68,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
2379,80 6 113,78,63 98 113,72,14,6,98,36,112,20,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
2380,47 1 113,63,35 1 113,62,95,1,1,1,1,96,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
2381,66 108 113,57,72 73 113,62,99,108,73,25,18,94,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
2382,69 97 113,112,86 100 113,15,51,97,100,30,56,35,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
2383,100 7 113,63,76 70 113,56,13,7,70,49,41,20,counter_var_0 var_1 +,97,var_0 counter_aux_0 +
2384,43 100 113,28,30 49 113,41,109,100,49,56,28,96,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
2385,51 38 113,40,62 52 113,2,2,38,52,88,105,40,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
2386,3 42 113,51,69 76 113,9,15,42,76,69,13,57,counter_var_0 var_1 +,22,var_0 counter_aux_0 +
2387,98 70 113,69,87 54 113,112,111,70,54,41,91,68,counter_var_0 var_1 +,90,var_0 counter_aux_0 +
2388,85 61 113,54,104 75 113,106,81,61,75,105,88,29,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
2389,18 91 113,76,24 88 113,98,11,91,88,32,60,102,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
2390,92 49 113,38,82 34 113,102,57,49,34,28,26,106,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
2391,5 13 113,38,33 4 113,25,72,13,4,56,16,85,counter_var_0 var_1 +,41,var_0 counter_aux_0 +
2392,54 111 113,89,107 32 113,91,36,111,32,4,7,34,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
2393,111 22 113,26,38 86 113,4,88,22,86,32,51,110,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
2394,83 108 113,104,24 111 113,109,11,108,111,25,4,6,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
2395,101 97 113,15,104 12 113,31,81,97,12,30,31,65,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
2396,57 70 113,42,107 83 113,85,36,70,83,41,109,106,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
2397,67 7 113,89,55 45 113,82,87,7,45,49,104,94,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
2398,57 28 113,0,102 91 113,85,8,28,91,106,32,36,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
2399,56 49 113,21,60 26 113,85,97,49,26,28,111,33,counter_var_0 var_1 +,83,var_0 counter_aux_0 +
2400,58 35 113,9,48 44 113,87,44,35,44,95,15,79,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
2401,51 44 113,46,38 56 113,2,88,44,56,15,85,19,counter_var_0 var_1 +,87,var_0 counter_aux_0 +
2402,43 59 113,100,79 91 113,41,26,59,91,91,32,85,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
2403,33 53 113,12,36 13 113,72,53,53,13,97,56,106,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
2404,10 70 113,57,68 47 113,100,104,70,47,41,62,61,counter_var_0 var_1 +,49,var_0 counter_aux_0 +
2405,49 3 113,31,11 88 113,28,8,3,88,9,60,11,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
2406,20 57 113,5,18 60 113,61,98,57,60,85,97,42,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
2407,88 52 113,112,84 69 113,60,50,52,69,105,15,102,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
2408,87 36 113,34,94 67 113,111,22,36,67,53,82,58,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
2409,101 20 113,51,99 38 113,31,83,20,38,61,88,103,counter_var_0 var_1 +,6,var_0 counter_aux_0 +
2410,17 79 113,29,76 109 113,63,13,79,109,26,16,92,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
2411,102 107 113,2,94 19 113,8,22,107,19,36,22,16,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
2412,108 77 113,102,57 0 113,25,85,77,0,53,0,49,counter_var_0 var_1 +,25,var_0 counter_aux_0 +
2413,88 107 113,54,33 47 113,60,72,107,47,36,62,66,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
2414,43 13 113,54,4 9 113,41,16,13,9,56,81,29,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
2415,39 34 113,86,70 107 113,52,41,34,107,26,36,75,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
2416,42 112 113,68,3 70 113,69,9,112,70,1,41,8,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
2417,36 48 113,101,11 68 113,53,8,48,68,44,104,56,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
2418,78 108 113,90,103 14 113,95,100,108,14,25,83,95,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
2419,23 109 113,73,111 70 113,77,4,109,70,16,41,0,counter_var_0 var_1 +,5,var_0 counter_aux_0 +
2420,31 103 113,47,100 101 113,57,56,103,101,100,31,46,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
2421,35 111 113,93,21 10 113,95,102,111,10,4,100,100,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
2422,39 22 113,74,82 51 113,52,57,22,51,32,2,79,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
2423,79 44 113,70,100 22 113,26,56,44,22,15,32,100,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
2424,24 40 113,51,3 2 113,11,9,40,2,18,4,49,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
2425,59 59 113,37,78 27 113,91,95,59,27,91,51,41,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
2426,112 56 113,57,24 23 113,1,11,56,23,85,77,67,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
2427,46 79 113,48,20 69 113,82,61,79,69,26,15,27,counter_var_0 var_1 +,97,var_0 counter_aux_0 +
2428,77 57 113,110,81 44 113,53,7,57,44,85,15,64,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
2429,111 11 113,15,78 52 113,4,95,11,52,8,105,106,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
2430,48 77 113,8,2 53 113,44,4,77,53,53,97,81,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
2431,88 7 113,67,104 98 113,60,81,7,98,49,112,88,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
2432,70 57 113,98,108 45 113,41,25,57,45,85,104,82,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
2433,22 76 113,108,98 23 113,32,112,76,23,13,77,75,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
2434,16 48 113,78,66 112 113,30,62,48,112,44,1,110,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
2435,64 5 113,33,43 98 113,28,41,5,98,25,112,46,counter_var_0 var_1 +,27,var_0 counter_aux_0 +
2436,14 4 113,87,29 35 113,83,50,4,35,16,95,54,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
2437,27 99 113,37,111 27 113,51,4,99,27,83,51,103,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
2438,41 71 113,57,110 30 113,99,9,71,30,69,109,80,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
2439,58 69 113,43,40 91 113,87,18,69,91,15,32,87,counter_var_0 var_1 +,6,var_0 counter_aux_0 +
2440,1 69 113,70,48 52 113,1,44,69,52,15,105,0,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
2441,21 55 113,44,27 94 113,102,51,55,94,87,22,106,counter_var_0 var_1 +,11,var_0 counter_aux_0 +
2442,79 83 113,109,22 14 113,26,32,83,14,109,83,2,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
2443,9 57 113,25,75 17 113,81,88,57,17,85,63,32,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
2444,69 98 113,0,56 86 113,15,85,98,86,112,51,70,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
2445,94 28 113,50,2 12 113,22,4,28,12,106,31,32,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
2446,7 108 113,44,38 74 113,49,88,108,74,25,52,83,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
2447,44 49 113,64,57 83 113,15,85,49,83,28,109,21,counter_var_0 var_1 +,11,var_0 counter_aux_0 +
2448,24 31 113,42,32 83 113,11,7,31,83,57,109,38,counter_var_0 var_1 +,7,var_0 counter_aux_0 +
2449,80 28 113,100,81 41 113,72,7,28,41,106,99,35,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
2450,14 81 113,51,72 69 113,83,99,81,69,7,15,67,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
2451,53 90 113,74,23 67 113,97,77,90,67,77,82,54,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
2452,99 34 113,4,89 98 113,83,11,34,98,26,112,45,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
2453,35 90 113,72,60 40 113,95,97,90,40,77,18,74,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
2454,1 49 113,50,67 61 113,1,82,49,61,28,105,18,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
2455,98 42 113,41,1 101 113,112,1,42,101,69,31,43,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
2456,90 19 113,96,47 7 113,77,62,19,7,22,49,81,counter_var_0 var_1 +,13,var_0 counter_aux_0 +
2457,77 78 113,18,88 100 113,53,60,78,100,95,56,25,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
2458,102 41 113,49,65 48 113,8,44,41,48,99,44,85,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
2459,6 109 113,32,49 98 113,36,28,109,98,16,112,24,counter_var_0 var_1 +,35,var_0 counter_aux_0 +
2460,49 47 113,75,26 28 113,28,111,47,28,62,106,45,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
2461,76 11 113,24,26 108 113,13,111,11,108,8,25,9,counter_var_0 var_1 +,38,var_0 counter_aux_0 +
2462,103 61 113,48,42 84 113,100,69,61,84,105,50,17,counter_var_0 var_1 +,37,var_0 counter_aux_0 +
2463,51 35 113,37,12 84 113,2,31,35,84,95,50,66,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
2464,77 87 113,27,98 84 113,53,112,87,84,111,50,86,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
2465,90 3 113,80,29 109 113,77,50,3,109,9,16,53,counter_var_0 var_1 +,93,var_0 counter_aux_0 +
2466,72 77 113,63,83 101 113,99,109,77,101,53,31,73,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
2467,4 94 113,110,50 36 113,16,14,94,36,22,53,108,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
2468,106 106 113,42,30 97 113,49,109,106,97,49,30,102,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
2469,69 45 113,60,4 108 113,15,16,45,108,104,25,61,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
2470,43 37 113,78,1 83 113,41,1,37,83,13,109,38,counter_var_0 var_1 +,37,var_0 counter_aux_0 +
2471,111 35 113,39,55 35 113,4,87,35,35,95,95,9,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
2472,3 22 113,31,69 95 113,9,15,22,95,32,98,37,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
2473,57 33 113,5,58 90 113,85,87,33,90,72,77,7,counter_var_0 var_1 +,49,var_0 counter_aux_0 +
2474,108 29 113,54,89 77 113,25,11,29,77,50,53,40,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
2475,67 99 113,68,31 74 113,82,57,99,74,83,52,43,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
2476,72 7 113,106,36 82 113,99,53,7,82,49,57,60,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
2477,56 77 113,49,46 100 113,85,82,77,100,53,56,46,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
2478,54 39 113,17,69 74 113,91,15,39,74,52,52,54,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
2479,110 83 113,92,30 66 113,9,109,83,66,109,62,79,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
2480,84 48 113,98,34 27 113,50,26,48,27,44,51,74,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
2481,73 26 113,44,71 95 113,18,69,26,95,111,98,95,counter_var_0 var_1 +,3,var_0 counter_aux_0 +
2482,111 45 113,49,35 102 113,4,95,45,102,104,8,27,counter_var_0 var_1 +,12,var_0 counter_aux_0 +
2483,15 72 113,71,18 25 113,112,98,72,25,99,60,57,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
2484,101 28 113,59,13 81 113,31,56,28,81,106,7,84,counter_var_0 var_1 +,38,var_0 counter_aux_0 +
2485,47 108 113,57,84 56 113,62,50,108,56,25,85,45,counter_var_0 var_1 +,34,var_0 counter_aux_0 +
2486,72 20 113,6,73 22 113,99,18,20,22,61,32,38,counter_var_0 var_1 +,18,var_0 counter_aux_0 +
2487,76 100 113,0,112 32 113,13,1,100,32,56,7,101,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
2488,57 106 113,78,108 97 113,85,25,106,97,49,30,18,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
2489,47 73 113,22,108 78 113,62,25,73,78,18,95,98,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
2490,57 96 113,68,91 27 113,85,32,96,27,63,51,15,counter_var_0 var_1 +,23,var_0 counter_aux_0 +
2491,110 68 113,77,11 0 113,9,8,68,0,104,0,76,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
2492,2 69 113,73,77 84 113,4,53,69,84,15,50,9,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
2493,41 53 113,39,7 28 113,99,49,53,28,97,106,102,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
2494,51 100 113,102,66 67 113,2,62,100,67,56,82,49,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
2495,102 94 113,102,10 7 113,8,100,94,7,22,49,81,counter_var_0 var_1 +,57,var_0 counter_aux_0 +
2496,71 9 113,78,102 15 113,69,8,9,15,81,112,17,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
2497,44 27 113,42,17 5 113,15,63,27,5,51,25,90,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
2498,68 98 113,89,51 80 113,104,2,98,80,112,72,100,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
2499,44 7 113,22,103 4 113,15,100,7,4,49,16,107,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
2500,76 36 113,49,44 76 113,13,15,36,76,53,13,51,counter_var_0 var_1 +,26,var_0 counter_aux_0 +
2501,8 86 113,37,64 12 113,64,28,86,12,51,31,1,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
2502,4 58 113,74,29 69 113,16,50,58,69,87,15,108,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
2503,39 44 113,96,74 36 113,52,52,44,36,15,53,96,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
2504,11 25 113,33,72 11 113,8,99,25,11,60,8,11,counter_var_0 var_1 +,16,var_0 counter_aux_0 +
2505,84 68 113,5,70 1 113,50,41,68,1,104,1,109,counter_var_0 var_1 +,51,var_0 counter_aux_0 +
2506,70 25 113,66,82 48 113,41,57,25,48,60,44,82,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
2507,111 33 113,37,70 5 113,4,41,33,5,72,25,74,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
2508,71 97 113,53,85 3 113,69,106,97,3,30,9,90,counter_var_0 var_1 +,78,var_0 counter_aux_0 +
2509,19 58 113,80,66 97 113,22,62,58,97,87,30,7,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
2510,68 49 113,40,58 91 113,104,87,49,91,28,32,23,counter_var_0 var_1 +,23,var_0 counter_aux_0 +
2511,93 107 113,55,16 1 113,61,30,107,1,36,1,24,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
2512,66 90 113,39,83 66 113,62,109,90,66,77,62,86,counter_var_0 var_1 +,11,var_0 counter_aux_0 +
2513,47 28 113,90,3 95 113,62,9,28,95,106,98,37,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
2514,58 55 113,29,56 62 113,87,85,55,62,87,2,27,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
2515,17 58 113,8,20 79 113,63,61,58,79,87,26,6,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
2516,91 50 113,82,72 51 113,32,99,50,51,14,2,36,counter_var_0 var_1 +,34,var_0 counter_aux_0 +
2517,25 12 113,72,64 50 113,60,28,12,50,31,14,40,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
2518,83 83 113,79,60 72 113,109,97,83,72,109,99,67,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
2519,69 13 113,28,12 107 113,15,31,13,107,56,36,44,counter_var_0 var_1 +,51,var_0 counter_aux_0 +
2520,83 17 113,13,78 109 113,109,95,17,109,63,16,112,counter_var_0 var_1 +,12,var_0 counter_aux_0 +
2521,88 13 113,73,46 98 113,60,82,13,98,56,112,95,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
2522,61 24 113,16,106 68 113,105,49,24,68,11,104,73,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
2523,106 65 113,1,7 7 113,49,49,65,7,44,49,1,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
2524,109 55 113,71,72 8 113,16,99,55,8,87,64,41,counter_var_0 var_1 +,80,var_0 counter_aux_0 +
2525,43 10 113,51,35 67 113,41,95,10,67,100,82,105,counter_var_0 var_1 +,10,var_0 counter_aux_0 +
2526,40 71 113,89,111 69 113,18,4,71,69,69,15,75,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
2527,80 94 113,53,44 46 113,72,15,94,46,22,82,109,counter_var_0 var_1 +,41,var_0 counter_aux_0 +
2528,0 85 113,85,70 10 113,0,41,85,10,106,100,13,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
2529,32 36 113,43,24 60 113,7,11,36,60,53,97,47,counter_var_0 var_1 +,104,var_0 counter_aux_0 +
2530,4 82 113,98,13 112 113,16,56,82,112,57,1,25,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
2531,0 22 113,22,64 46 113,0,28,22,46,32,82,50,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
2532,80 39 113,111,27 93 113,72,51,39,93,52,61,90,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
2533,3 98 113,107,5 61 113,9,25,98,61,112,105,10,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
2534,112 69 113,70,37 22 113,1,13,69,22,15,32,82,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
2535,19 26 113,48,73 108 113,22,18,26,108,111,25,44,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
2536,78 61 113,43,14 82 113,95,83,61,82,105,57,31,counter_var_0 var_1 +,39,var_0 counter_aux_0 +
2537,26 80 113,78,83 47 113,111,109,80,47,72,62,76,counter_var_0 var_1 +,60,var_0 counter_aux_0 +
2538,9 4 113,85,102 61 113,81,8,4,61,16,105,12,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
2539,59 110 113,88,98 105 113,91,112,110,105,9,64,109,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
2540,16 84 113,1,91 60 113,30,32,84,60,50,97,3,counter_var_0 var_1 +,14,var_0 counter_aux_0 +
2541,99 47 113,17,18 21 113,83,98,47,21,62,102,32,counter_var_0 var_1 +,72,var_0 counter_aux_0 +
2542,73 13 113,31,70 101 113,18,41,13,101,56,31,54,counter_var_0 var_1 +,49,var_0 counter_aux_0 +
2543,69 107 113,9,103 93 113,15,100,107,93,36,61,94,counter_var_0 var_1 +,76,var_0 counter_aux_0 +
2544,0 6 113,6,55 12 113,0,87,6,12,36,31,93,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
2545,35 88 113,70,105 29 113,95,64,88,29,60,50,39,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
2546,6 75 113,111,112 14 113,36,1,75,14,88,83,76,counter_var_0 var_1 +,6,var_0 counter_aux_0 +
2547,40 73 113,91,91 21 113,18,32,73,21,18,102,105,counter_var_0 var_1 +,7,var_0 counter_aux_0 +
2548,18 89 113,74,43 79 113,98,41,89,79,11,26,17,counter_var_0 var_1 +,11,var_0 counter_aux_0 +
2549,12 59 113,90,108 48 113,31,25,59,48,91,44,84,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
2550,82 74 113,18,18 38 113,57,98,74,38,52,88,59,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
2551,1 41 113,42,83 59 113,1,109,41,59,99,91,37,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
2552,106 32 113,81,102 56 113,49,8,32,56,7,85,40,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
2553,65 86 113,17,73 55 113,44,18,86,55,51,87,104,counter_var_0 var_1 +,18,var_0 counter_aux_0 +
2554,94 38 113,60,10 94 113,22,100,38,94,88,22,25,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
2555,49 54 113,82,2 81 113,28,4,54,81,91,7,58,counter_var_0 var_1 +,35,var_0 counter_aux_0 +
2556,55 19 113,106,62 72 113,87,2,19,72,22,99,21,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
2557,6 55 113,91,49 91 113,36,28,55,91,87,32,83,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
2558,37 46 113,59,80 51 113,13,72,46,51,82,2,5,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
2559,74 41 113,93,108 9 113,52,25,41,9,99,81,66,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
2560,16 7 113,37,5 99 113,30,25,7,99,49,83,32,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
2561,91 73 113,105,25 25 113,32,60,73,25,18,60,20,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
2562,62 105 113,107,5 88 113,2,25,105,88,64,60,17,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
2563,99 38 113,8,62 4 113,83,2,38,4,88,16,40,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
2564,17 33 113,96,53 26 113,63,97,33,26,72,111,17,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
2565,10 52 113,39,98 83 113,100,112,52,83,105,109,51,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
2566,12 53 113,84,59 59 113,31,91,53,59,97,91,31,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
2567,49 56 113,84,98 101 113,28,112,56,101,85,31,55,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
2568,1 110 113,111,68 108 113,1,104,110,108,9,25,101,counter_var_0 var_1 +,26,var_0 counter_aux_0 +
2569,75 40 113,15,109 37 113,88,16,40,37,18,13,56,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
2570,7 50 113,99,28 6 113,49,106,50,6,14,36,43,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
2571,100 58 113,1,72 48 113,56,99,58,48,87,44,44,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
2572,63 65 113,79,49 66 113,14,28,65,66,44,62,93,counter_var_0 var_1 +,76,var_0 counter_aux_0 +
2573,27 51 113,102,89 84 113,51,11,51,84,2,50,62,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
2574,52 68 113,60,11 42 113,105,8,68,42,104,69,76,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
2575,9 45 113,13,7 108 113,81,49,45,108,104,25,94,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
2576,19 100 113,9,41 61 113,22,99,100,61,56,105,86,counter_var_0 var_1 +,14,var_0 counter_aux_0 +
2577,56 11 113,96,1 79 113,85,1,11,79,8,26,12,counter_var_0 var_1 +,111,var_0 counter_aux_0 +
2578,94 42 113,64,19 34 113,22,22,42,34,69,26,64,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
2579,10 25 113,12,79 9 113,100,26,25,9,60,81,51,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
2580,99 86 113,56,84 25 113,83,50,86,25,51,60,23,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
2581,7 62 113,111,84 10 113,49,50,62,10,2,100,112,counter_var_0 var_1 +,36,var_0 counter_aux_0 +
2582,52 84 113,76,63 65 113,105,14,84,65,50,44,98,counter_var_0 var_1 +,36,var_0 counter_aux_0 +
2583,100 32 113,88,4 72 113,56,16,32,72,7,99,48,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
2584,13 8 113,64,15 66 113,56,112,8,66,64,62,7,counter_var_0 var_1 +,5,var_0 counter_aux_0 +
2585,8 0 113,64,74 80 113,64,52,0,80,0,72,52,counter_var_0 var_1 +,23,var_0 counter_aux_0 +
2586,1 82 113,83,66 35 113,1,62,82,35,57,95,31,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
2587,41 95 113,81,69 43 113,99,15,95,43,98,41,110,counter_var_0 var_1 +,27,var_0 counter_aux_0 +
2588,65 44 113,88,36 92 113,44,53,44,92,15,102,97,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
2589,53 61 113,45,25 17 113,97,60,61,17,105,63,8,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
2590,93 90 113,38,52 30 113,61,105,90,30,77,109,82,counter_var_0 var_1 +,57,var_0 counter_aux_0 +
2591,82 108 113,52,101 64 113,57,31,108,64,25,28,26,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
2592,14 14 113,97,69 5 113,83,15,14,5,83,25,29,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
2593,84 19 113,69,46 26 113,50,82,19,26,22,111,101,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
2594,80 97 113,56,15 48 113,72,112,97,48,30,44,96,counter_var_0 var_1 +,3,var_0 counter_aux_0 +
2595,54 106 113,84,47 14 113,91,62,106,14,49,83,55,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
2596,33 24 113,96,29 98 113,72,50,24,98,11,112,74,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
2597,12 68 113,99,37 19 113,31,13,68,19,104,22,81,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
2598,71 72 113,28,81 98 113,69,7,72,98,99,112,79,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
2599,78 78 113,60,87 31 113,95,111,78,31,95,57,76,counter_var_0 var_1 +,39,var_0 counter_aux_0 +
2600,8 43 113,107,88 31 113,64,60,43,31,41,57,103,counter_var_0 var_1 +,8,var_0 counter_aux_0 +
2601,13 37 113,93,28 77 113,56,106,37,77,13,53,30,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
2602,96 65 113,15,14 86 113,63,83,65,86,44,51,35,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
2603,37 45 113,58,30 35 113,13,109,45,35,104,95,41,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
2604,37 88 113,101,20 45 113,13,61,88,45,60,104,36,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
2605,62 63 113,65,40 12 113,2,18,63,12,14,31,81,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
2606,14 63 113,33,61 39 113,83,105,63,39,14,52,55,counter_var_0 var_1 +,22,var_0 counter_aux_0 +
2607,10 61 113,48,92 110 113,100,102,61,110,105,9,50,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
