,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
3833,115 52 61 18 113,38,115 107 28 7 113,23,20,15,5,18,7,28,var_0 counter_var_1 +,35,counter_var_0 var_1 +
3834,115 73 54 83 113,23,115 85 41 22 113,15,27,8,18,21,22,33,var_0 counter_var_1 +,35,counter_var_0 var_1 +
3835,115 75 88 66 113,36,115 23 34 27 113,17,23,19,11,4,27,28,var_0 counter_var_1 +,42,counter_var_0 var_1 +
3836,115 61 8 26 113,11,115 112 96 6 113,3,25,8,4,26,6,7,var_0 counter_var_1 +,33,counter_var_0 var_1 +
3837,115 67 68 100 113,31,115 72 106 35 113,9,14,22,14,7,4,23,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3838,115 20 75 82 113,26,115 111 81 54 113,20,24,6,12,20,23,32,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3839,115 36 108 58 113,23,115 94 32 64 113,7,7,16,9,27,2,16,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3840,115 90 23 4 113,3,115 87 105 62 113,3,0,0,13,4,0,16,var_0 counter_var_1 +,0,counter_var_0 var_1 +
3841,115 36 17 108 113,24,115 80 96 6 113,7,22,17,4,15,6,11,var_0 counter_var_1 +,39,counter_var_0 var_1 +
3842,115 49 49 72 113,23,115 64 5 47 113,20,6,3,5,10,16,25,var_0 counter_var_1 +,9,counter_var_0 var_1 +
3843,115 3 106 35 113,17,115 18 4 52 113,3,18,14,4,4,21,7,var_0 counter_var_1 +,32,counter_var_0 var_1 +
3844,115 109 56 59 113,32,115 36 105 62 113,22,7,10,13,28,0,35,var_0 counter_var_1 +,17,counter_var_0 var_1 +
3845,115 46 22 75 113,39,115 51 111 12 113,17,22,22,19,13,12,36,var_0 counter_var_1 +,44,counter_var_0 var_1 +
3846,115 47 41 22 113,36,115 94 44 107 113,18,7,18,21,22,14,39,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3847,115 2 67 46 113,23,115 55 7 10 113,2,26,21,7,15,10,9,var_0 counter_var_1 +,47,counter_var_0 var_1 +
3848,115 48 19 86 113,38,115 48 67 46 113,19,19,19,21,24,15,40,var_0 counter_var_1 +,38,counter_var_0 var_1 +
3849,115 2 89 28 113,22,115 23 25 111 113,2,23,20,2,28,18,4,var_0 counter_var_1 +,43,counter_var_0 var_1 +
3850,115 43 44 107 113,35,115 43 105 62 113,14,14,21,13,14,0,27,var_0 counter_var_1 +,35,counter_var_0 var_1 +
3851,115 24 91 33 113,46,115 65 48 89 113,24,7,22,2,2,27,26,var_0 counter_var_1 +,29,counter_var_0 var_1 +
3852,115 73 30 70 113,22,115 84 78 65 113,15,26,7,9,8,3,24,var_0 counter_var_1 +,33,counter_var_0 var_1 +
3853,115 46 24 5 113,18,115 76 68 100 113,17,18,1,22,5,7,39,var_0 counter_var_1 +,19,counter_var_0 var_1 +
3854,115 3 27 88 113,7,115 37 38 20 113,3,8,4,15,26,20,18,var_0 counter_var_1 +,12,counter_var_0 var_1 +
3855,115 99 39 14 113,28,115 107 66 102 113,12,20,16,20,14,9,32,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3856,115 78 47 34 113,21,115 70 70 36 113,20,12,1,1,3,5,21,var_0 counter_var_1 +,13,counter_var_0 var_1 +
3857,115 46 111 12 113,36,115 18 106 35 113,17,18,19,14,12,4,31,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3858,115 74 63 43 113,33,115 81 69 99 113,16,23,17,0,12,6,16,var_0 counter_var_1 +,40,counter_var_0 var_1 +
3859,115 93 111 12 113,25,115 41 27 88 113,6,12,19,4,12,26,10,var_0 counter_var_1 +,31,counter_var_0 var_1 +
3860,115 66 88 66 113,27,115 85 45 76 113,8,27,19,22,4,14,30,var_0 counter_var_1 +,46,counter_var_0 var_1 +
3861,115 34 72 71 113,8,115 85 52 95 113,5,27,3,6,9,2,11,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3862,115 67 107 60 113,24,115 80 28 7 113,9,22,15,5,29,7,14,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3863,115 89 17 108 113,19,115 85 36 106 113,2,27,17,13,15,13,15,var_0 counter_var_1 +,44,counter_var_0 var_1 +
3864,115 41 24 5 113,13,115 97 43 110 113,12,10,1,20,5,17,32,var_0 counter_var_1 +,11,counter_var_0 var_1 +
3865,115 62 40 11 113,21,115 28 54 83 113,4,28,17,8,11,21,12,var_0 counter_var_1 +,45,counter_var_0 var_1 +
3866,115 76 76 93 113,25,115 48 46 80 113,18,19,7,0,0,18,18,var_0 counter_var_1 +,26,counter_var_0 var_1 +
3867,115 19 80 31 113,30,115 58 110 61 113,19,0,11,18,0,30,37,var_0 counter_var_1 +,11,counter_var_0 var_1 +
3868,115 38 55 48 113,18,115 36 91 33 113,9,7,9,22,17,2,31,var_0 counter_var_1 +,16,counter_var_0 var_1 +
3869,115 102 82 67 113,28,115 33 75 82 113,15,4,13,6,5,20,21,var_0 counter_var_1 +,17,counter_var_0 var_1 +
3870,115 65 87 69 113,25,115 53 40 11 113,7,24,18,17,7,11,24,var_0 counter_var_1 +,42,counter_var_0 var_1 +
3871,115 24 41 22 113,42,115 41 110 61 113,24,12,18,18,22,30,42,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3872,115 4 79 57 113,14,115 21 100 0 113,4,21,10,8,26,0,12,var_0 counter_var_1 +,31,counter_var_0 var_1 +
3873,115 107 15 53 113,35,115 13 23 4 113,20,13,15,0,22,4,20,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3874,115 18 9 87 113,27,115 72 95 29 113,18,14,9,3,25,29,21,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3875,115 110 19 86 113,42,115 111 95 29 113,23,24,19,3,24,29,26,var_0 counter_var_1 +,43,counter_var_0 var_1 +
3876,115 80 72 71 113,25,115 20 64 19 113,22,20,3,18,9,19,40,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3877,115 112 12 21 113,37,115 18 48 89 113,25,18,12,2,21,27,27,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3878,115 70 99 85 113,19,115 15 24 5 113,12,15,7,1,23,5,13,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3879,115 110 91 33 113,45,115 103 78 65 113,23,16,22,9,2,3,32,var_0 counter_var_1 +,38,counter_var_0 var_1 +
3880,115 60 42 55 113,21,115 78 63 43 113,2,20,19,17,24,12,19,var_0 counter_var_1 +,39,counter_var_0 var_1 +
3881,115 74 40 11 113,33,115 82 89 28 113,16,24,17,20,11,28,36,var_0 counter_var_1 +,41,counter_var_0 var_1 +
3882,115 65 59 23 113,20,115 20 21 92 113,7,20,13,21,23,30,28,var_0 counter_var_1 +,33,counter_var_0 var_1 +
3883,115 93 41 22 113,24,115 0 81 54 113,6,0,18,12,22,23,18,var_0 counter_var_1 +,18,counter_var_0 var_1 +
3884,115 30 33 50 113,11,115 37 53 51 113,1,8,10,7,19,20,8,var_0 counter_var_1 +,18,counter_var_0 var_1 +
3885,115 100 50 77 113,17,115 23 60 44 113,13,23,4,14,15,13,27,var_0 counter_var_1 +,27,counter_var_0 var_1 +
3886,115 47 86 45 113,35,115 26 37 42 113,18,26,17,14,14,11,32,var_0 counter_var_1 +,43,counter_var_0 var_1 +
3887,115 31 102 16 113,12,115 3 75 82 113,2,3,10,6,16,20,8,var_0 counter_var_1 +,13,counter_var_0 var_1 +
3888,115 11 69 99 113,11,115 53 7 10 113,11,24,0,7,6,10,18,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3889,115 56 103 49 113,38,115 17 46 80 113,27,17,11,0,18,18,27,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3890,115 99 35 9 113,24,115 112 34 27 113,12,25,12,11,9,27,23,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3891,115 29 25 111 113,2,115 55 49 72 113,0,26,2,3,18,10,3,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3892,115 104 82 67 113,30,115 45 67 46 113,17,16,13,21,5,15,38,var_0 counter_var_1 +,29,counter_var_0 var_1 +
3893,115 25 112 103 113,45,115 103 82 67 113,25,16,20,13,10,5,38,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3894,115 93 112 103 113,26,115 36 7 10 113,6,7,20,7,10,10,13,var_0 counter_var_1 +,27,counter_var_0 var_1 +
3895,115 92 87 69 113,23,115 109 42 55 113,5,22,18,19,7,24,24,var_0 counter_var_1 +,40,counter_var_0 var_1 +
3896,115 53 91 33 113,46,115 33 31 109 113,24,4,22,8,2,16,32,var_0 counter_var_1 +,26,counter_var_0 var_1 +
3897,115 31 16 94 113,18,115 25 80 31 113,2,25,16,11,1,0,13,var_0 counter_var_1 +,41,counter_var_0 var_1 +
3898,115 56 78 65 113,36,115 61 108 58 113,27,3,9,16,3,27,43,var_0 counter_var_1 +,12,counter_var_0 var_1 +
3899,115 43 53 51 113,21,115 103 39 14 113,14,16,7,16,20,14,30,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3900,115 25 101 104 113,34,115 30 51 97 113,25,1,9,5,11,4,30,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3901,115 36 39 14 113,23,115 26 9 87 113,7,26,16,9,14,25,16,var_0 counter_var_1 +,42,counter_var_0 var_1 +
3902,115 96 38 20 113,24,115 80 23 4 113,9,22,15,0,20,4,9,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3903,115 97 81 54 113,22,115 13 77 105 113,10,13,12,8,23,12,18,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3904,115 69 104 84 113,23,115 44 69 99 113,11,15,12,0,22,6,11,var_0 counter_var_1 +,27,counter_var_0 var_1 +
3905,115 89 79 57 113,12,115 95 95 29 113,2,8,10,3,26,29,5,var_0 counter_var_1 +,18,counter_var_0 var_1 +
3906,115 88 90 90 113,22,115 24 55 48 113,1,24,21,9,28,17,10,var_0 counter_var_1 +,45,counter_var_0 var_1 +
3907,115 65 26 112 113,10,115 15 99 85 113,7,15,3,7,19,23,14,var_0 counter_var_1 +,18,counter_var_0 var_1 +
3908,115 8 16 94 113,24,115 8 111 12 113,8,8,16,19,1,12,27,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3909,115 64 106 35 113,20,115 1 0 101 113,6,1,14,0,4,8,6,var_0 counter_var_1 +,15,counter_var_0 var_1 +
3910,115 50 41 22 113,39,115 14 54 83 113,21,14,18,8,22,21,29,var_0 counter_var_1 +,32,counter_var_0 var_1 +
3911,115 66 62 41 113,24,115 18 15 53 113,8,18,16,15,10,22,23,var_0 counter_var_1 +,34,counter_var_0 var_1 +
3912,115 51 80 31 113,33,115 70 3 15 113,22,12,11,3,0,15,25,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3913,115 52 71 74 113,25,115 110 80 31 113,23,23,2,11,12,0,34,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3914,115 12 84 32 113,27,115 51 5 47 113,12,22,15,5,1,16,17,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3915,115 54 98 78 113,31,115 105 46 80 113,25,18,6,0,16,18,25,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3916,115 12 85 3 113,28,115 81 108 58 113,12,23,16,16,3,27,28,var_0 counter_var_1 +,39,counter_var_0 var_1 +
3917,115 34 95 29 113,8,115 49 72 71 113,5,20,3,3,29,9,8,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3918,115 83 13 91 113,38,115 1 22 75 113,25,1,13,22,29,13,47,var_0 counter_var_1 +,14,counter_var_0 var_1 +
3919,115 73 97 81 113,20,115 38 66 102 113,15,9,5,20,19,9,35,var_0 counter_var_1 +,14,counter_var_0 var_1 +
3920,115 76 101 104 113,27,115 42 22 75 113,18,13,9,22,11,13,40,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3921,115 77 23 4 113,19,115 102 98 78 113,19,15,0,6,4,16,25,var_0 counter_var_1 +,15,counter_var_0 var_1 +
3922,115 31 3 15 113,5,115 8 73 96 113,2,8,3,4,15,3,6,var_0 counter_var_1 +,11,counter_var_0 var_1 +
3923,115 14 103 49 113,25,115 89 3 15 113,14,2,11,3,18,15,17,var_0 counter_var_1 +,13,counter_var_0 var_1 +
3924,115 69 21 92 113,32,115 58 83 38 113,11,0,21,14,30,7,25,var_0 counter_var_1 +,21,counter_var_0 var_1 +
3925,115 73 98 78 113,21,115 102 100 0 113,15,15,6,8,16,0,23,var_0 counter_var_1 +,21,counter_var_0 var_1 +
3926,115 94 9 87 113,16,115 19 44 107 113,7,19,9,21,25,14,28,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3927,115 54 73 96 113,29,115 84 57 1 113,25,26,4,11,3,1,36,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3928,115 34 76 93 113,12,115 69 88 66 113,5,11,7,19,0,4,24,var_0 counter_var_1 +,18,counter_var_0 var_1 +
3929,115 80 71 74 113,24,115 55 32 64 113,22,26,2,9,12,2,31,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3930,115 91 24 5 113,5,115 107 25 111 113,4,20,1,2,5,18,6,var_0 counter_var_1 +,21,counter_var_0 var_1 +
3931,115 80 7 10 113,29,115 32 52 95 113,22,3,7,6,10,2,28,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3932,115 48 58 98 113,31,115 100 0 101 113,19,13,12,0,5,8,19,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3933,115 38 47 34 113,10,115 84 101 104 113,9,26,1,9,3,11,18,var_0 counter_var_1 +,27,counter_var_0 var_1 +
3934,115 31 88 66 113,21,115 61 31 109 113,2,3,19,8,4,16,10,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3935,115 30 95 29 113,4,115 65 34 27 113,1,7,3,11,29,27,12,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3936,115 33 50 77 113,8,115 47 103 49 113,4,18,4,11,15,18,15,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3937,115 81 28 7 113,28,115 63 97 81 113,23,5,5,5,7,19,28,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3938,115 31 12 21 113,14,115 91 33 50 113,2,4,12,10,21,19,12,var_0 counter_var_1 +,16,counter_var_0 var_1 +
3939,115 86 73 96 113,32,115 15 81 54 113,28,15,4,12,3,23,40,var_0 counter_var_1 +,19,counter_var_0 var_1 +
3940,115 20 54 83 113,28,115 98 88 66 113,20,11,8,19,21,4,39,var_0 counter_var_1 +,19,counter_var_0 var_1 +
3941,115 101 42 55 113,33,115 34 9 87 113,14,5,19,9,24,25,23,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3942,115 101 28 7 113,19,115 16 57 1 113,14,16,5,11,7,1,25,var_0 counter_var_1 +,21,counter_var_0 var_1 +
3943,115 16 74 13 113,21,115 107 24 5 113,16,20,5,1,13,5,17,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3944,115 8 69 99 113,8,115 97 111 12 113,8,10,0,19,6,12,27,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3945,115 102 89 28 113,35,115 97 50 77 113,15,10,20,4,28,15,19,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3946,115 10 80 31 113,21,115 19 106 35 113,10,19,11,14,0,4,24,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3947,115 32 81 54 113,15,115 12 106 35 113,3,12,12,14,23,4,17,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3948,115 89 102 16 113,12,115 42 57 1 113,2,13,10,11,16,1,13,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3949,115 35 25 111 113,8,115 83 1 40 113,6,25,2,1,18,9,7,var_0 counter_var_1 +,27,counter_var_0 var_1 +
3950,115 9 16 94 113,25,115 15 97 81 113,9,15,16,5,1,19,14,var_0 counter_var_1 +,31,counter_var_0 var_1 +
3951,115 63 80 31 113,16,115 62 36 106 113,5,4,11,13,0,13,18,var_0 counter_var_1 +,15,counter_var_0 var_1 +
3952,115 79 58 98 113,33,115 84 19 86 113,21,26,12,19,5,24,40,var_0 counter_var_1 +,38,counter_var_0 var_1 +
3953,115 111 27 88 113,28,115 22 106 35 113,24,22,4,14,26,4,38,var_0 counter_var_1 +,26,counter_var_0 var_1 +
3954,115 86 111 12 113,47,115 67 82 67 113,28,9,19,13,12,5,41,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3955,115 16 59 23 113,29,115 55 40 11 113,16,26,13,17,23,11,33,var_0 counter_var_1 +,39,counter_var_0 var_1 +
3956,115 95 13 91 113,21,115 104 54 83 113,8,17,13,8,29,21,16,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3957,115 99 2 63 113,14,115 66 55 48 113,12,8,2,9,1,17,21,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3958,115 84 18 73 113,44,115 34 55 48 113,26,5,18,9,11,17,35,var_0 counter_var_1 +,23,counter_var_0 var_1 +
3959,115 108 17 108 113,38,115 61 92 2 113,21,3,17,0,15,2,21,var_0 counter_var_1 +,20,counter_var_0 var_1 +
3960,115 4 37 42 113,18,115 43 26 112 113,4,14,14,3,11,19,7,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3961,115 67 10 68 113,19,115 98 58 98 113,9,11,10,12,6,5,21,var_0 counter_var_1 +,21,counter_var_0 var_1 +
3962,115 23 95 29 113,26,115 13 87 69 113,23,13,3,18,29,7,41,var_0 counter_var_1 +,16,counter_var_0 var_1 +
3963,115 45 68 100 113,38,115 43 85 3 113,16,14,22,16,7,3,32,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3964,115 81 63 43 113,40,115 94 87 69 113,23,7,17,18,12,7,41,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3965,115 88 3 15 113,4,115 29 47 34 113,1,0,3,1,15,3,2,var_0 counter_var_1 +,3,counter_var_0 var_1 +
3966,115 65 28 7 113,12,115 57 64 19 113,7,28,5,18,7,19,25,var_0 counter_var_1 +,33,counter_var_0 var_1 +
3967,115 1 9 87 113,10,115 50 88 66 113,1,21,9,19,25,4,20,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3968,115 112 83 38 113,39,115 103 112 103 113,25,16,14,20,7,10,45,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3969,115 77 65 17 113,38,115 27 105 62 113,19,27,19,13,17,0,32,var_0 counter_var_1 +,46,counter_var_0 var_1 +
3970,115 101 4 52 113,18,115 108 55 48 113,14,21,4,9,21,17,23,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3971,115 102 16 94 113,31,115 16 91 33 113,15,16,16,22,1,2,37,var_0 counter_var_1 +,32,counter_var_0 var_1 +
3972,115 85 77 105 113,35,115 61 62 41 113,27,3,8,16,12,10,43,var_0 counter_var_1 +,11,counter_var_0 var_1 +
3973,115 59 92 2 113,1,115 49 77 105 113,1,20,0,8,2,12,9,var_0 counter_var_1 +,20,counter_var_0 var_1 +
3974,115 36 13 91 113,20,115 80 7 10 113,7,22,13,7,29,10,14,var_0 counter_var_1 +,35,counter_var_0 var_1 +
3975,115 15 78 65 113,24,115 59 45 76 113,15,1,9,22,3,14,37,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3976,115 37 14 24 113,22,115 63 84 32 113,8,5,14,15,24,1,23,var_0 counter_var_1 +,19,counter_var_0 var_1 +
3977,115 97 107 60 113,25,115 33 55 48 113,10,4,15,9,29,17,19,var_0 counter_var_1 +,19,counter_var_0 var_1 +
3978,115 45 72 71 113,19,115 100 15 53 113,16,13,3,15,9,22,31,var_0 counter_var_1 +,16,counter_var_0 var_1 +
3979,115 42 26 112 113,16,115 93 25 111 113,13,6,3,2,19,18,15,var_0 counter_var_1 +,9,counter_var_0 var_1 +
3980,115 6 106 35 113,20,115 95 26 112 113,6,8,14,3,4,19,9,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3981,115 77 107 60 113,34,115 50 25 111 113,19,21,15,2,29,18,21,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3982,115 48 54 83 113,27,115 57 43 110 113,19,28,8,20,21,17,39,var_0 counter_var_1 +,36,counter_var_0 var_1 +
3983,115 57 40 11 113,45,115 80 85 3 113,28,22,17,16,11,3,44,var_0 counter_var_1 +,39,counter_var_0 var_1 +
3984,115 101 78 65 113,23,115 28 24 5 113,14,28,9,1,3,5,15,var_0 counter_var_1 +,37,counter_var_0 var_1 +
3985,115 80 78 65 113,31,115 92 21 92 113,22,5,9,21,3,30,43,var_0 counter_var_1 +,14,counter_var_0 var_1 +
3986,115 8 8 26 113,16,115 87 76 93 113,8,0,8,7,26,0,15,var_0 counter_var_1 +,8,counter_var_0 var_1 +
3987,115 66 1 40 113,9,115 82 32 64 113,8,24,1,9,9,2,17,var_0 counter_var_1 +,25,counter_var_0 var_1 +
3988,115 80 110 61 113,40,115 10 97 81 113,22,10,18,5,30,19,27,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3989,115 21 29 25 113,27,115 76 16 94 113,21,18,6,16,25,1,37,var_0 counter_var_1 +,24,counter_var_0 var_1 +
3990,115 20 10 68 113,30,115 76 21 92 113,20,18,10,21,6,30,41,var_0 counter_var_1 +,28,counter_var_0 var_1 +
3991,115 80 100 0 113,30,115 62 43 110 113,22,4,8,20,0,17,42,var_0 counter_var_1 +,12,counter_var_0 var_1 +
3992,115 69 106 35 113,25,115 8 94 39 113,11,8,14,2,4,8,13,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3993,115 50 78 65 113,30,115 21 106 35 113,21,21,9,14,3,4,35,var_0 counter_var_1 +,30,counter_var_0 var_1 +
3994,115 77 56 59 113,29,115 58 15 53 113,19,0,10,15,28,22,34,var_0 counter_var_1 +,10,counter_var_0 var_1 +
3995,115 16 95 29 113,19,115 19 111 12 113,16,19,3,19,29,12,35,var_0 counter_var_1 +,22,counter_var_0 var_1 +
3996,115 58 72 71 113,3,115 84 43 110 113,0,26,3,20,9,17,20,var_0 counter_var_1 +,29,counter_var_0 var_1 +
3997,115 110 62 41 113,39,115 111 4 52 113,23,24,16,4,10,21,27,var_0 counter_var_1 +,40,counter_var_0 var_1 +
3998,115 8 35 9 113,20,115 106 9 87 113,8,19,12,9,9,25,17,var_0 counter_var_1 +,31,counter_var_0 var_1 +
3999,115 73 86 45 113,32,115 67 47 34 113,15,9,17,1,14,3,16,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4000,115 33 47 34 113,5,115 21 4 52 113,4,21,1,4,3,21,8,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4001,115 71 14 24 113,27,115 46 73 96 113,13,17,14,4,24,3,17,var_0 counter_var_1 +,31,counter_var_0 var_1 +
4002,115 112 59 23 113,38,115 45 110 61 113,25,16,13,18,23,30,43,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4003,115 26 67 46 113,47,115 4 108 58 113,26,4,21,16,15,27,42,var_0 counter_var_1 +,25,counter_var_0 var_1 +
4004,115 48 15 53 113,34,115 32 17 108 113,19,3,15,17,22,15,36,var_0 counter_var_1 +,18,counter_var_0 var_1 +
4005,115 75 109 79 113,34,115 27 45 76 113,17,27,17,22,17,14,39,var_0 counter_var_1 +,44,counter_var_0 var_1 +
4006,115 53 10 68 113,34,115 53 57 1 113,24,24,10,11,6,1,35,var_0 counter_var_1 +,34,counter_var_0 var_1 +
4007,115 102 87 69 113,33,115 40 38 20 113,15,11,18,15,7,20,30,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4008,115 64 28 7 113,11,115 92 44 107 113,6,5,5,21,7,14,27,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4009,115 52 36 106 113,36,115 38 88 66 113,23,9,13,19,13,4,42,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4010,115 35 19 86 113,25,115 29 24 5 113,6,0,19,1,24,5,7,var_0 counter_var_1 +,19,counter_var_0 var_1 +
4011,115 65 92 2 113,7,115 88 86 45 113,7,1,0,17,2,14,24,var_0 counter_var_1 +,1,counter_var_0 var_1 +
4012,115 44 73 96 113,19,115 6 55 48 113,15,6,4,9,3,17,24,var_0 counter_var_1 +,10,counter_var_0 var_1 +
4013,115 92 35 9 113,17,115 34 44 107 113,5,5,12,21,9,14,26,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4014,115 57 95 29 113,31,115 43 76 93 113,28,14,3,7,29,0,35,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4015,115 93 80 31 113,17,115 47 30 70 113,6,18,11,7,0,8,13,var_0 counter_var_1 +,29,counter_var_0 var_1 +
4016,115 98 107 60 113,26,115 105 89 28 113,11,18,15,20,29,28,31,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4017,115 44 63 43 113,32,115 49 2 63 113,15,20,17,2,12,1,17,var_0 counter_var_1 +,37,counter_var_0 var_1 +
4018,115 56 1 40 113,28,115 34 76 93 113,27,5,1,7,9,0,34,var_0 counter_var_1 +,6,counter_var_0 var_1 +
4019,115 23 86 45 113,40,115 34 75 82 113,23,5,17,6,14,20,29,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4020,115 41 98 78 113,18,115 3 23 4 113,12,3,6,0,16,4,12,var_0 counter_var_1 +,9,counter_var_0 var_1 +
4021,115 23 11 30 113,34,115 93 5 47 113,23,6,11,5,30,16,28,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4022,115 92 10 68 113,15,115 99 95 29 113,5,12,10,3,6,29,8,var_0 counter_var_1 +,22,counter_var_0 var_1 +
4023,115 12 101 104 113,21,115 66 24 5 113,12,8,9,1,11,5,13,var_0 counter_var_1 +,17,counter_var_0 var_1 +
4024,115 77 33 50 113,29,115 16 63 43 113,19,16,10,17,19,12,36,var_0 counter_var_1 +,26,counter_var_0 var_1 +
4025,115 85 95 29 113,30,115 38 14 24 113,27,9,3,14,29,24,41,var_0 counter_var_1 +,12,counter_var_0 var_1 +
4026,115 48 21 92 113,40,115 72 109 79 113,19,14,21,17,30,17,36,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4027,115 80 50 77 113,26,115 45 108 58 113,22,16,4,16,15,27,38,var_0 counter_var_1 +,20,counter_var_0 var_1 +
4028,115 101 20 8 113,34,115 53 23 4 113,14,24,20,0,8,4,14,var_0 counter_var_1 +,44,counter_var_0 var_1 +
4029,115 37 100 0 113,16,115 82 107 60 113,8,24,8,15,0,29,23,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4030,115 97 34 27 113,21,115 79 50 77 113,10,21,11,4,27,15,14,var_0 counter_var_1 +,32,counter_var_0 var_1 +
4031,115 68 11 30 113,21,115 16 26 112 113,10,16,11,3,30,19,13,var_0 counter_var_1 +,27,counter_var_0 var_1 +
4032,115 49 34 27 113,31,115 89 18 73 113,20,2,11,18,27,11,38,var_0 counter_var_1 +,13,counter_var_0 var_1 +
4033,115 16 62 41 113,32,115 46 21 92 113,16,17,16,21,10,30,37,var_0 counter_var_1 +,33,counter_var_0 var_1 +
4034,115 94 104 84 113,19,115 87 30 70 113,7,0,12,7,22,8,14,var_0 counter_var_1 +,12,counter_var_0 var_1 +
4035,115 30 87 69 113,19,115 0 49 72 113,1,0,18,3,7,10,4,var_0 counter_var_1 +,18,counter_var_0 var_1 +
4036,115 78 84 32 113,35,115 23 81 54 113,20,23,15,12,1,23,32,var_0 counter_var_1 +,38,counter_var_0 var_1 +
4037,115 66 35 9 113,20,115 23 2 63 113,8,23,12,2,9,1,10,var_0 counter_var_1 +,35,counter_var_0 var_1 +
4038,115 28 108 58 113,44,115 57 82 67 113,28,28,16,13,27,5,41,var_0 counter_var_1 +,44,counter_var_0 var_1 +
4039,115 108 11 30 113,32,115 20 109 79 113,21,20,11,17,30,17,38,var_0 counter_var_1 +,31,counter_var_0 var_1 +
